Unnamed: 0,title,tags,heading,source,text,bias_rating
2721,Will Obama Convince Sanders?,"['Presidential Elections', 'Elections']",Obama and Bernie Sanders to Meet for Delicate Talks,New York Times (News),"Attempting to make deals in Washington has not always fared well for President Obama. On Thursday, however, he will try to negotiate, however gently, with Bernie Sanders about the Vermont senator’s exiting the Democratic race without inflicting damage on efforts to unite the party.",left
21406,Will the Dems Be United on Syria,"['US Congress', 'Politics']",Reid: Getting 60 votes for Syria resolution is 'a work in progress',CNN (Online News),"Getting at least 60 U.S. senators to support a military authorization against Syria is ""a work in progress,"" Senate Majority Leader Harry Reid acknowledged Friday while expressing optimism he would be able to reach that goal.
""I think we're going to get to 60 votes. You know it's a work in progress,"" Reid told reporters as he stepped off the Senate floor after formally filing the measure and readying it for expected votes next week.",left
700,GOP Candidate Beats Trump-Backed Opponent in Texas House Runoff,"['Elections', 'Texas', 'Jake Ellzey', 'Susan Wright', 'Donald Trump']",Trump-backed candidate loses in Texas special election,Politico,"Voters in North Texas delivered an upset Tuesday, picking GOP state Rep. Jake Ellzey to fill a vacant House seat over a candidate endorsed by former President Donald Trump.
Ellzey beat fellow Republican Susan Wright, the widow of former Rep. Ron Wright, 53 percent to 47 percent, when the Associated Press called the low-turnout, Republican-vs.-Republican runoff. Though Ellzey was better funded, Wright leaned heavily on her backing from the former president, who often plays kingmaker in Republican primaries.
Trump crashed into the race during the first round of voting in May,...",left
7032,"Perspectives: Post-9/11 Unity, 20 Years Later","['Polarization', '9/11', 'Terrorism', 'Politics', 'Facts And Fact Checking', 'Polls', 'George Bush']",9/11 anniversary: The attacks brought us together 20 years ago. Nothing can unite us now.,Jill Lawrence,"The 2000 election was so close that it came down to 537 votes in one state, so close that the Supreme Court ended up deciding who would be the next president – five weeks after the election.
Was America divided? We sure thought so back then. I spent most of the next year traveling between Montclair, New Jersey, and Franklin, Tennessee, two towns that voted heavily for Democrat Al Gore and Republican George W. Bush, respectively, and wrote a series for USA TODAY called One Nation, Divided.
My final day of research for the entire project was...",left
7990,Obama in Wisconsin,"['Presidential Elections', 'Elections']",Obama stumps in surprise battleground state,CNN (Online News),"His campaign thought Wisconsin's 10 electoral votes were in the bag long ago, but President Barack Obama's trip here Saturday is the latest indicator that both sides believe the Badger State has become a toss-up.",left
1757,Ted Cruz and Beto O’Rourke Trade Barbs In Testy Debate,['Elections'],3 key moments in Ted Cruz and Beto O’Rourke’s final Senate debate,Vox,Ted Cruz tried to paint Beto O’Rourke as an “extreme” liberal in their final Senate debate. O’Rourke called him a liar.,left
15846,"Sanders, Trump Lead Fundraising for 2020 Candidates to Close Q4","['Presidential Elections', 'Election 2020', 'Bernie Sanders', 'Elections', 'Donald Trump', 'Campaigns', 'Campaign Finance']","Happy New Year for Sanders, Trump in fundraising hauls",Reuters,"WASHINGTON (Reuters) - Bernie Sanders raised more than $34.5 million in the last quarter of 2019, the largest three-month haul for a 2020 Democratic presidential candidate, while Republican President Donald Trump drew $46 million on the heels of his impeachment, their campaigns said on Thursday.",center
17915,Voter Registration Spikes After Taylor Swift's Instagram Post,['Elections'],Voter registration surges after Taylor Swift's Instagram post,The Hill,Vote.org says it has seen a flood of new voter registrations since Taylor Swift on Sunday broke her career-long silence on politics to encourage her 112 million followers to register to vote.,center
11672,Scott Walker Leaves the Race,"['Presidential Elections', 'Elections']",Why Scott Walker's supernova campaign burned out,Christian Science Monitor,"By the time Scott Walker dropped out of the 2016 presidential race Monday, few in the political world were surprised.",center
9711,"Fallout from the ""Deplorables"" Remark","['Presidential Elections', 'Elections']",Clinton's 'deplorables' slip: 2012 campaign hints it's not a game-changer,Christian Science Monitor,"Past perceived gaffes, such as Romney's '47 percent' comment in 2012, have drawn far more attention from the media than from voters, who may make up their minds about candidates in other ways.",center
15789,House Democrats Pass $3 Trillion 'HEROES Act'; Republicans Condemn it,"['Coronavirus', 'Stimulus Package', 'Heroes Act', 'Democratic Party', 'Republican Party', 'Nancy Pelosi', 'Mitch McConnell', 'US Senate', 'Economic Policy', 'Economy And Jobs', 'US House', 'Politics']","Republicans ‘Appalled’ By $3 Trillion Heroes Act, As Democrats Urge Its Passing",Forbes,"TOPLINE With the House of Representatives passing the $3 trillion Heroes Act late on Friday, political leaders have largely reacted to the legislation along party lines, with Democrats urging for immediate action in the Senate while Republicans condemned the bill and reiterated that it is dead on arrival.
Senate Minority Leader Chuck Schumer (D-NY) reiterated his support for the bill and called for action in the Senate, urging McConnell that “we need to act NOW” because “Americans can’t afford to wait.”",center
13612,Bloomberg Prepares for 2020 Presidential Run,"['Michael Bloomberg', 'Presidential Elections', 'Election 2020', 'Democratic Party', 'Joe Biden', 'Elections']",Bloomberg news shakes up 2020 race,The Hill,"News on Thursday that Michael Bloomberg, the former New York City mayor and billionaire, is actively preparing a White House run as a Democrat without officially plunging into the candidate pool momentarily complicated an increasingly unpredictable presidential race.
Bloomberg, 77, has for months signaled both his interest in trying to defeat President Trump and his willingness to holster his ambitions on the sidelines as long as former Vice President Joe Biden appeared to be the frontrunner and most viable opponent who could knock Trump out of the Oval Office.
Bloomberg’s...",center
13046,Ivanka Trump’s Speech,"['Presidential Elections', 'Elections']",Ivanka Trump Makes a Case for Her Father’s Kinder Side,Wall Street Journal (News),"Ivanka Trump delivered a strong endorsement of her father, Donald Trump, as he prepared to formally accept the Republican nomination on Thursday, marking a stark departure from the angry rhetoric that punctuated the first three days of the Republican convention.",center
16316,Senate Releases Russia Report; Media Interpretations Differ,"['FBI', 'Russia', 'Russia Probe', 'Senate', 'Christopher Steele', 'Donald Trump', 'Paul Manafort']",Five takeaways from final Senate Intel Russia report,The Hill,"The Senate Intelligence Committee on Tuesday released its long-awaited Russia interference report detailing significant contacts between the Trump campaign and Moscow during the 2016 election.
The fifth and final volume, just shy of 1,000 pages, lays out the counterintelligence threats and vulnerabilities that were exposed through Russian contacts and a willingness by some members of the Trump campaign to accept foreign assistance.
Its release comes more than a year after former special counsel Robert Mueller wrapped up his 22-month investigation in which he did not find evidence to charge any...",center
19692,Spotlight on Voters Ahead of Pivotal Georgia Senate Runoff Elections,"['Elections', 'Georgia Senate Runoffs', 'US Senate', 'Georgia']","Black, Latino and Asian Americans have been key to Georgia’s registered voter growth since 2016",Pew Research Center,"Following Joe Biden’s narrow presidential win in Georgia, early voting is underway in the state’s Jan. 5 runoff election for two U.S. Senate seats, races that will determine whether both chambers of Congress are led by Democrats during the first years of the new administration. Once a reliably Republican state, Georgia has received much attention for the increasing racial and ethnic diversity of eligible voters in the state, which has highlighted the importance of Black voters and other fast-growing groups like Latino and Asian voters.
Black voters in Georgia had...",center
4488,"As Midterms Near, Parties Craft Dueling Narratives For Election Season","['2022 Elections', 'Republican Party', 'Democratic Party', 'Abortion', 'Roe V Wade', 'Inflation', 'Economy And Jobs']",The five issues that will decide the midterm elections,The Hill,"There are less than two months left before the midterm elections.
Lately, Democrats have become more hopeful and Republicans more nervous as the polling lead the GOP enjoyed earlier in the year has eroded.
The battle for the Senate looks, for now, to be balanced on a knife-edge, even as the GOP remains favored to take over the House.
Candidates and local issues will clearly be vital in many races. But this is a national election too.
Here are the five biggest issues that will determine the outcome.",center
19082,"As Republicans Oppose Biden, ‘Frustrated’ Democrats Worry He Isn’t Doing Enough","['Joe Biden', 'Politics', 'Polls', 'Democratic Party', 'Republican Party', '2022 Elections', '2024 Election', 'Elections', 'US Congress', 'Abortion', 'Roe V Wade', 'Gun Control And Gun Rights']",Frustrated Democrats express alarm over Biden’s powerlessness,The Hill,"President Biden is finding himself largely powerless to address a spate of setbacks in recent weeks that have sparked alarm among Democrats about the state of the country.
Biden has been dealt blow after blow in recent weeks: The Supreme Court struck down Roe v. Wade’s constitutional right to an abortion; the country is plagued by gun violence, the latest example falling during an Independence Day parade in suburban Chicago; and rising costs for gasoline, food and other goods have frustrated the public for months.",center
13804,Perspectives: First Night of 2020 Democratic National Convention,"['Presidential Elections', '2020 Election', 'Democratic National Convention', 'Joe Biden', 'Michelle Obama', 'Bernie Sanders', 'Elections']","Michelle Obama, Bernie Sanders Open Democratic National Convention With Case Against Trump",Wall Street Journal (News),"Democrats launched their general-election pitch during the first night of their virtual convention, presenting Joe Biden as someone who could heal a nation battling a coronavirus pandemic and civil unrest while criticizing President Trump’s handling of those upheavals.
Former first lady Michelle Obama, in Monday night’s keynote speech, described Mr. Trump as the “wrong president for our country,” adding that he is “clearly in over his head.”
“If you think things cannot possibly get worse, trust me they can, and they will, if we don’t make a change in this...",center
14300,Fact Checking the Joe Biden-Bernie Sanders Debate,"['Coronavirus', 'Campaign Rhetoric', 'Bernie Sanders', 'Joe Biden', '2020 Election', 'Elections']",FactChecking the March Democratic Debate,FactCheck.org,"The first head-to-head debate of the Democratic presidential primary between former Vice President Joe Biden and Sen. Bernie Sanders focused on the government’s response to the novel coronavirus outbreak. We sorted through competing claims the two front-runners made about the pandemic, as well as other topics including Social Security, super PACs and bailouts.
After Biden claimed the House had just passed a coronavirus relief bill that said “you do not have to pay for any of this, period,” Sanders responded by saying the legislation had an “enormous” loophole. The bill...",center
5513,McCarthy Rolls Out Commitment to America Agenda,"['2022 Elections', 'Republican Party', 'Commitment To America', 'Kevin McCarthy']",U.S. House Republicans unveil agenda ahead of Nov. 8 elections,Reuters,"Republicans in the U.S. House of Representatives rolled out an agenda on Friday aimed at tackling a range of priorities from inflation and crime to election accountability, which they hope will give them the upper hand against Democrats in the Nov. 8 midterm elections.
The agenda, called the ""Commitment to America,"" claims to show voters how Republicans would address problems they blame on President Joe Biden and the Democrats, should they succeed in winning the House majority.
Elements of the plan, which lawmakers spent months crafting, began to appear online on Thursday....",center
16473,Report: Justice Department Investigating Trump’s Actions in Jan. 6 'Criminal Probe',"['2020 Election', 'Capitol Chaos', 'Donald Trump', 'Investigations', 'Justice Department', 'Washington Post']",Feds reportedly investigating Trump’s actions in Jan. 6 criminal probe,MarketWatch,"Former President Donald Trump’s actions in trying to overturn the 2020 election are being investigated as part of a criminal probe by the Justice Department, the Washington Post reported late Tuesday.
Citing four sources familiar with the matter, the Post reported that prosecutors have questioned multiple witnesses in recent days in front of a grand jury, asking detailed questions about Trump’s meetings in December 2020 and January 2021 and instructions he gave his attorneys and advisers about fake electors.
The Post also reported Justice Department investigators have obtained phone records from Trump’s...",center
11390,Congress Returns to Unfinished Agenda,"['US Congress', 'Politics']",Funding Deadline Tops Congress’s Agenda,Wall Street Journal (News),Dec. 11 Expiration Is Most Pressing Issue Facing Returning Lawmakers,center
80,DHS Reportedly Withheld Intel on Russian Election Interference; Coverage Differs,"['DHS', 'Department Of Homeland Security', 'Russia', 'Russian Interference', 'Joe Biden', 'Donald Trump', 'Iran', 'China', 'Elections', '2020 Election', 'Homeland Security', 'Defense And Security']",DHS withheld note warning of Russian attacks on Biden's mental health,Axios,"The Department of Homeland Security withheld the release of an intelligence bulletin warning law enforcement agencies about a Russian campaign to promote allegations about Democratic nominee Joe Biden's ""poor mental health,"" ABC News reports.
Why it matters: The report comes days after the Office of the Director of National Intelligence said that it will no longer brief congressional committees on election security issues and it echoes allegations from the Trump campaign on Biden's mental fitness. The news is likely to fuel even more accusations from Democrats that President Trump and...",center
21329,Why is it Taking So Long to Count Votes?,"['2022 Elections', 'Elections', '2022 Arizona Senate Election', '2022 Nevada Senate Election', 'Kari Lake', 'Katie Hobbs', 'Voting Rights And Voter Fraud', 'Early Voting']",Nevada’s Clark County says ballot counting will stretch into next week,The Hill,"Election officials in the largest county in Nevada said Wednesday that ballot counting will continue through next week, though the majority of 2022 ballots could be counted by Friday, as the nation anxiously awaits election results for the state’s Senate seat.
Clark County Registrar of Voters Joe Gloria said in a news conference that Tuesday, Nov. 15, is the deadline to verify mail-in ballots and Thursday, Nov. 17, is the latest date for releasing the final, unofficial election results.
Gloria said the county has more than 14,700 ballots they did...",center
12050,Two Days Until,"['Presidential Elections', 'Elections']","Amid scandal, bluster and insults, Trump closes in on White House",Reuters,"Supercharging the bluster, hyperbole and media mastery that made him one of the world's best-known businessmen, Donald Trump upended U.S. democratic traditions on a 17-month quest he hopes will lead to the White House.",center
21455,Fact Checking the St. Louis Debate,"['Presidential Elections', 'Elections']",FactChecking the Second Presidential Debate,FactCheck.org,We found a mountain of false and misleading statements in the second meeting of the presidential nominees.,center
12217,Work Continues on $1T Bipartisan Infrastructure Bill,"['Economic Policy', 'Infrastructure', 'Infrastructure Bill', 'US Senate', 'Economy And Jobs']",Schumer moves to shut down debate on $1T infrastructure bill,The Hill,"Senate Majority Leader Charles Schumer (D-N.Y.) is teeing up a Saturday vote to wind down debate on a roughly $1 trillion infrastructure bill, with senators hoping to pass the legislation as soon as this weekend.
Schumer on Thursday night moved to arrange the vote for Saturday, where he’ll need 60 votes to move forward, after a day of behind-the-scenes haggling failed to produce a breakthrough.
“I believe we’re very close to an agreement and see no reason why we can’t complete this important bipartisan bill,"" Schumer said. ""So I urge both sides to continue working...",center
633,Congress Overrides Obama,"['US Congress', 'Politics']",Congress steamrolls Obama's veto,The Hill,Congress delivered a stinging rebuke to President Obama Wednesday as both chambers voted overwhelmingly to override his veto of a 9/11 victims’ rights bill.,center
3308,Bernie Sanders Enters 2020 Presidential Race,"['Election 2020', 'Bernie Sanders', 'Presidential Elections', 'Elections']",Bernie Sanders Announces 2020 Presidential Bid,Wall Street Journal (News),Independent Vermont senator joins growing list of candidates seeking Democratic nomination.,center
17311,GOP Delegate Rules,"['Presidential Elections', 'Elections']",Delegate Rules Actually Help Trump,Cook Report,"Despite all the noise from both sides of the debate, when you run the numbers, it turns out that Donald Trump could win the nomination on the first ballot precisely because of the GOP’s delegate rules. Ted Cruz also benefits, but not until later ballots. The losers? John Kasich and all the other candidates, and their supporters.",center
5679,Democrats React to Obama's Call for Moderation in Primary Race,"['Barack Obama', '2020 Election', 'Presidential Race', 'Democratic Primary', 'Elizabeth Warren', 'Bernie Sanders', 'Progressives', 'Democratic Party', 'Politics']",US election 2020: Democrats respond to Obama's warning,BBC News,"Democratic presidential candidates have given their reaction to a warning by former President Barack Obama against moving too far left in politics.
Mr Obama's rare intervention into the Democratic race was a talking point at campaign events on Saturday.
Some Democrats called for unity, while others defended their policy agenda.
Nearly 20 candidates remain in the running and there is much debate over the best approach to taking on President Trump next year.",center
2097,Senate GOP Defeats Subpoena for White House Documents,"['US Senate', 'White House', 'Ukraine', 'Chuck Schumer', 'Democratic Party', 'Republican Party', 'Impeachment', 'Politics']",GOP rejects effort to compel documents on delayed Ukraine aid,The Hill,"Senate Republicans on Tuesday rejected an opening effort by Democrats to compel the Trump administration to hand over documents related to the delayed Ukraine aid.
Democrats offered two amendments to the rules resolution that would have required the administration to turn over documents. Both were tabled, effectively blocking the requests, in back-to-back 53-47 votes.
The documents, according to Senate Democratic Leader Charles Schumer (N.Y.), would relate to conversations and documents between President Trump, top administration officials and Ukraine on the delayed funding, which was eventually released in September.
""No...",center
13868,Differing Narratives Emerge on SCOTUS Frontrunner Amy Coney Barrett,"['Amy Coney Barrett', 'Media Bias', '2020 Election', 'Supreme Court']",Notable opinions of U.S. Supreme Court contender Amy Coney Barrett,Reuters,"Amy Coney Barrett, a front-runner for the open U.S. Supreme Court seat President Donald Trump is pushing to fill, is a favorite among religious conservatives.
As a judge on the Chicago-based 7th U.S. Circuit Court of Appeals, Barrett, 48, has voted in favor of one of Trump’s hardline immigration policies and shown support for expansive gun rights. Here are some of her most notable opinions.
GUNS
Barrett indicated support for gun rights in a March 2019 dissenting opinion.
She was part of a three-judge panel that considered a challenge...",center
666,Trump and Sanders Win in NH,"['Presidential Elections', 'Elections']",How Trump and Sanders Broadened Their Bases in New Hampshire,Wall Street Journal (News),"Voters in the nation's first primary delivered resounding victories to Donald Trump and Democrat Sen. Bernie Sanders, who both found a wider appeal with New Hampshire voters than polls had predicted.",center
20540,Senate GOP Unveils Police Reform Bill,"['US Congress', 'Donald Trump', 'Violence In America', 'Race And Racism', 'Republican Party', 'US Senate', 'Criminal Justice', 'Justice']",Senate Republicans reveal police reform bill that breaks with Democrats on key issues,CNBC,"Senate Republicans on Wednesday unveiled their bill to reform the police, the latest effort by lawmakers to overhaul U.S. law enforcement in the face of unrelenting pressure from activists in the wake of George Floyd’s death.
Here’s some of what the Republicans’ bill would do:
Incentivize law enforcement agencies to ban the use of chokeholds by tying funding to whether departments have prohibited the practice “except when deadly force is authorized”;
Ramp up data collection efforts to track when an officer’s use of force results in death or serious...",center
6392,What Significance Does Liz Cheney's Loss Hold Heading Into Midterms?,"['2022 Elections', '2022 Wyoming House Election', 'Donald Trump', 'Elections', 'GOP', 'Harriet Hageman', 'Liz Cheney', 'Republican Party']","With Cheney’s Loss, Just 2 House Republicans Who Voted To Impeach Trump Are On The Ballot In November",FiveThirtyEight,"Wyoming Rep. Liz Cheney’s political future had long been in jeopardy. From voting to impeach then-President Donald Trump after the Jan. 6 attack on the U.S. Capitol to repeatedly refuting his baseless claims that the 2020 election was stolen from him, Cheney has been one of Trump’s harshest critics. Now that outspokenness has come with a price.
The daughter of one of America’s most powerful vice presidents lost to her main primary challenger, attorney Harriet Hageman, by around 20 points, based on incomplete returns as of 10:30 p.m. Eastern. Hageman’s path to victory was pretty straightforward. She entered...",center
8289,Media Attention Turns To Mike Pence Following Trump Statements on Election Confirmation,"['Donald Trump', 'Mike Pence', '2020 Election', 'US Senate', 'US Congress', 'Georgia Senate Runoffs']",Trump at Georgia rally says he hopes Pence 'comes through for us',The Hill,"President Trump on Monday said he hoped Vice President Pence “comes through for us” as he discussed efforts to overturn the presidential election results, hinting at Pence’s role overseeing the certification of the Electoral College vote count on Wednesday.
“I hope that Mike Pence comes through for us, I have to tell you. I hope that our great vice president, our great vice president comes through for us. He’s a great guy,” Trump told a crowd of supporters at a rally in Dalton, Ga.
“Of course, if he doesn’t come...",center
4411,Supreme Court Lets North Dakota Voter ID Law Stand,"['Voting Rights And Voter Fraud', 'Elections']",Supreme Court allows North Dakota to enforce voter ID laws,The Hill,The Supreme Court on Tuesday refused to toss out an appeals court order that allows North Dakota to enforce its voter ID requirement during the 2018 elections.,center
14225,2020 Dem Debates: Round Three,"['Elections', 'Joe Biden', 'Cory Booker', 'Bernie Sanders', 'Elizabeth Warren']",Who Will Win The Third Democratic Debate?,FiveThirtyEight,"It’s time for the third Democratic debate! And a lot has changed since the first debate in June. Back then, there was only one clear polling front-runner, former Vice President Joe Biden, and the size of the field was daunting, with more than 20 “major” candidates. Now, though, the field has winnowed a bit, and the polls show three to five candidates vying for the lead. Biden is still out in front, but he’s now followed more closely by Elizabeth Warren and Bernie Sanders, with Kamala Harris and Pete Buttigieg...",center
