Unnamed: 0,title,tags,heading,source,text,bias_rating
3709,Senate Republicans Make New Infrastructure Offer,"['US Senate', 'Republican Party', 'Infrastructure', 'Joe Biden', 'Politics']",U.S. Republicans unveil $928 billion infrastructure counteroffer,Reuters,"U.S. Senate Republicans unveiled a new infrastructure offer on Thursday that would spend $928 billion over eight years to revitalize America's roads, bridges and broadband systems, still well below President Joe Biden's last proposal.
The plan, from a group of six Republicans led by Senator Shelley Moore Capito, represents their counter-offer to a week-old $1.7 trillion White House proposal that slashed more than $500 billion from Biden's original $2.25 trillion plan in a bid to reach a bipartisan agreement.
""Senate Republicans continue to negotiate in good faith,"" Capito told a news conference....",center
3710,Senate Republicans Make New Infrastructure Offer,"['US Senate', 'Republican Party', 'Infrastructure', 'Joe Biden', 'Politics']",Senate GOP proposes $928 billion infrastructure package as White House talks stall,Washington Times,"Republican lawmakers on Thursday unveiled their infrastructure counteroffer to President Biden, aiming to spend more than $920 billion on fixing the nation’s roads and bridges.
“We continue to negotiate in good faith,” said Sen. Shelley Moore Capito, the West Virginia Republican who has taken the lead in negotiations with the White House on the topic.
Republicans are proposing that $506 billion of their nearly $1 trillion offer go to “roads, bridges” and other major transportation projects. Of that figure, $4 billion is earmarked electric vehicle infrastructure — a concession to...",right
3714,The Donald in Iowa,"['Presidential Elections', 'Elections']",Donald Trump Gets Rock Star Greeting in Iowa,New York Times (News),"It probably made sense on paper: invite presidential candidates to visit the Iowa Republican Party’s tent in the parking lot before the big Iowa vs. Iowa State football game on Saturday.
What planners did not anticipate was the portable mob scene that characterizes the candidacy of Donald J. Trump.
Arriving more than an hour late, Mr. Trump offered a speech of less than a minute on the state party’s stage. But that was beside the point, as star-struck supporters greeted him like a stadium rocker during a sprawling tailgate party...",left
3715,The Donald in Iowa,"['Presidential Elections', 'Elections']","Donald Trump works a football crowd in Iowa, hints at new 'nice' playbook",CNN (Online News),"With still months to go before the Iowa caucuses, Donald Trump hopped in a golf cart here at Iowa State University and took a victory lap.
Hundreds of rowdy football fans swarmed the businessman-turned-presidential candidate Saturday as he zipped around the football stadium -- each extending a hand, hoping for a high-five, and maybe a selfie.
""Go get 'em Donald!"" one man shouted as Trump worked the tailgating crowd before the day's Iowa-Iowa State game.",left
3716,The Donald in Iowa,"['Presidential Elections', 'Elections']","Donald Trump, Ben Carson set the pace for 2016 GOP field in Iowa: poll",Washington Times,"Real estate mogul Donald Trump is leading the 2016 GOP field in the early state of Iowa, with retired neurosurgeon Ben Carson 6 points behind and the rest of the field well back, according to a poll released Friday.
Mr. Trump was at 27 percent support, followed by Mr. Carson at 21 percent and Sen. Ted Cruz of Texas at 9 percent, a Quinnipiac poll said.
“With five months until the balloting, anything can happen. But the field has become a two-tiered contest — Donald Trump and Ben Carson ahead,...",right
3717,Post-Debate Analysis,"['Presidential Elections', 'Elections']",Presidential Debate 2012: Obama Gets Aggressive In Rematch Against Romney,HuffPost,"An aggressive President Barack Obama ripped into Mitt Romney's economic blueprint in a town hall style debate Tuesday night, accusing his rival of favoring only a ""one-point plan"" to help the rich at the expense of the middle class. The Republican protested the charge was way off the mark.",left
3718,Post-Debate Analysis,"['Presidential Elections', 'Elections']","Obama, Romney turn up the tension in second presidential debate",Fox News (Online News),"President Obama and Mitt Romney tangled in the opening moments of their second debate on the economy, taxes and energy Ã¢â‚¬â€œ as the president tried to make up for lost ground in the wake of his opening debate performance.",right
3719,Post-Debate Analysis,"['Presidential Elections', 'Elections']","Obama strong, and so is Romney in second debate",CNN (Online News),President Barack Obama fought back and Republican challenger Mitt Romney mostly stood his ground.,left
3726,"Biden, Warren Campaigns Show Signs of Slowing Down","['Joe Biden', 'Elizabeth Warren', 'Democratic Party', '2020 Election', 'Elections']","What's happened to Warren, Biden? Dismal showings and questions about the future.",NBC News (Online),"MANCHESTER, N.H — Joe Biden's and Elizabeth Warren's poor finishes in New Hampshire raise daunting questions about the future of their campaigns after both former front-runners were denied podium positions by a late-surging Amy Klobuchar.
Biden appears set to finish fifth and Warren fourth — a stunning result for two candidates who were neck and neck for national front-runner status as recently as October — and NBC News projected Tuesday that neither of them would meet the threshold to collect any delegates.
Klobuchar impressed at the last debate and a...",left
3727,"Biden, Warren Campaigns Show Signs of Slowing Down","['Joe Biden', 'Elizabeth Warren', 'Democratic Party', '2020 Election', 'Elections']","Biden, Warren on ropes after delegate shutout",The Hill,"Former Vice President Joe Biden and Sen. Elizabeth Warren (D-Mass.) fell short of winning any delegates in New Hampshire's first-in-the-nation primary, raising new questions about their viability as presidential candidates ahead of a long slog toward the next contests on the calendar.
The results of Tuesday's vote, in which Sen. Bernie Sanders (I-Vt.) narrowly held off former South Bend, Ind., Mayor Pete Buttigieg, represented a substantial blow to both Biden and Warren. Their vote totals combined did not equal the surprise third-place finisher, Sen. Amy Klobuchar (D-Minn.), who surged after...",center
3728,"Biden, Warren Campaigns Show Signs of Slowing Down","['Joe Biden', 'Elizabeth Warren', 'Democratic Party', '2020 Election', 'Elections']",Can Biden and Warren Survive?,Wall Street Journal (Opinion),"Give this to New Hampshire: At least it got the vote tabulation right. The rest of the race for the Democratic presidential nomination, however, remains a muddle.",right
3741,Perspectives: Biden’s ‘Summit for Democracy’,"['World', 'Democracy', 'Joe Biden', 'Foreign Policy', 'Elections', 'China', 'Russia', 'Ukraine', 'Taiwan']",Global Views of Biden’s Democracy Summit,Carnegie Endowment for International Peace,"Later this week, U.S. President Joe Biden will convene leaders from over one hundred countries spanning the world’s regions to discuss the decline of global democracy—and announce commitments for renewing democracy domestically and internationally. But each participant faces its own democratic challenges, including, as Biden notes, the United States. What do different countries and regions make of the summit? And what would it take for the summit to succeed?",center
3742,Perspectives: Biden’s ‘Summit for Democracy’,"['World', 'Democracy', 'Joe Biden', 'Foreign Policy', 'Elections', 'China', 'Russia', 'Ukraine', 'Taiwan']",'The crisis we face is real': Blinken on why Biden is convening a Summit for Democracy,Antony Blinken,"Democracy is facing a moment of reckoning.
For 15 years, global freedom has declined, according to the human rights organization Freedom House. It’s happening in authoritarian countries, where rulers have restricted people’s freedoms, canceled and postponed elections, and cracked down on political opponents with increasing brutality – and in democratic countries, where mis- and disinformation have eroded trust in public institutions, political polarization has widened, and long-standing challenges like economic inequality and systemic sexism and racism have left many feeling like the system won’t ever work for them.
The COVID-19 pandemic has made these problems more acute. Unscrupulous leaders have seized the opportunity to crush freedom of assembly and crank up surveillance,...",left
3743,Perspectives: Biden’s ‘Summit for Democracy’,"['World', 'Democracy', 'Joe Biden', 'Foreign Policy', 'Elections', 'China', 'Russia', 'Ukraine', 'Taiwan']",Biden's democracy summit already sending wrong signals to authoritarian regimes,Sen. Jim Risch,"This year, 2021, has been a record-breaking one in many ways, and unfortunately, according to Freedom House’s 2020 Freedom of the World Report, the world is at a 15-year low for ""Free countries"" and a 15-year high of ""Not Free countries."" We find democracy in retreat across the globe, and the trends are more worrying each day. 
Some are quick to blame the COVID-19 pandemic for this democratic backsliding, citing lockdowns and mandates as the drivers of decline. Authoritarian governments have unquestionably used the pandemic as an excuse to further limit free speech and freedom of...",right
3771,FBI Reopens Email Investigation,"['Presidential Elections', 'Elections']",New emails under review in Clinton case emerged from Weiner investigation,USA TODAY,"FBI Director James Comey said Friday that investigators had found new emails related to the bureau's previously closed inquiry into Hillary Clinton's handling of classified information, restarting a long-simmering debate over the Democratic nominee's conduct as secretary of State in the closing days of a presidential campaign that Clinton appeared to be putting away.
In a letter to senior lawmakers explaining his decision, Comey said ""the FBI cannot yet assess"" whether the information is ""significant"" nor could he offer a timetable for how long it will take investigators to make...",left
3772,FBI Reopens Email Investigation,"['Presidential Elections', 'Elections']",FBI reopens Clinton email investigation,Washington Times,"The FBI has renewed its investigation into Hillary Clinton’s secret emails, Director James Comey told Congressin a new letter Friday, heightening the stakes for the Democratic presidential nominee with less than two weeks before Election Day.
Mr. Comey said his agents learned of new emails “pertinent” to their probe while working on an unrelated case. He said his agents need to review those messages to see whether they contain classified information and whether they affect his previous decision.
In July, Mr. Comey announced that while he determined Mrs....",right
3773,FBI Reopens Email Investigation,"['Presidential Elections', 'Elections']",Emails in Anthony Weiner Inquiry Jolt Hillary Clinton’s Campaign,New York Times (News),"The presidential campaign was rocked on Friday after federal law enforcement officials said that emails pertinent to the closed investigation into Hillary Clinton’s private email server were discovered on a computer belonging to Anthony D. Weiner, the estranged husband of a top Clinton aide.
In a letter to Congress, the F.B.I. director, James B. Comey, said the emails had surfaced in an unrelated case, which law enforcement officials said was an F.B.I. investigation into illicit text messages from Mr. Weiner to a 15-year-old girl in North Carolina. Mr. Weiner, a...",left
3792,Stage Set for Decisive Senate Races in Georgia,"['US Congress', 'US Senate', 'Georgia', 'Elections', 'Campaign Finance', 'Politics']","Georgia Democrats Ossoff, Warnock challenge Republicans to debate in Senate runoff",Reuters,"Democratic candidates in a pair of U.S. Senate runoff races in Georgia on Monday challenged the two incumbent Republican senators to debates ahead of a Jan. 5 vote that will decide control of the Senate.
Democrat Jon Ossoff said he had accepted invitations from six media outlets to debates, and urged Republican rival Senator David Perdue to join him in the forums. He had already called Perdue a “coward” on Twitter Sunday following media reports that Perdue had declined a chance to debate on Dec. 6 at the Atlanta Press...",center
3793,Stage Set for Decisive Senate Races in Georgia,"['US Congress', 'US Senate', 'Georgia', 'Elections', 'Campaign Finance', 'Politics']","Major GOP names to help Perdue, Loeffler raise big bucks in Georgia Senate runoffs",Fox News (Online News),"Some very well-known Republicans are teaming up help raise money for the GOP candidates in Georgia’s twin Senate runoff elections, which will determine whether their party holds on to its majority in the Senate or if the Democrats will control both houses of Congress in addition to the White House.
Fox News has confirmed that Republican strategist Karl Rove will serve as national finance chairman for the Georgia Battleground Fund. Rove, who was President George W. Bush’s top political adviser during his two presidential campaigns and in the White House,...",right
3794,Stage Set for Decisive Senate Races in Georgia,"['US Congress', 'US Senate', 'Georgia', 'Elections', 'Campaign Finance', 'Politics']","Ossoff, Warnock start Georgia runoffs behind the eight ball",Politico,"Joe Biden turned Georgia blue. Compared to what they’re up against now, that was the easy part for Democrats.
To repeat Biden’s feat in a pair of Senate runoffs on Jan. 5, with control of the Senate on the line, the Democratic Party will have to defy a long track record of failure in overtime elections. They’ll need to overcome the entire weight of the Republican Party descending on the state — from organizers and operatives to potentially hundreds of millions of dollars. One of their Senate candidates, Jon Ossoff,...",left
3801,4 Senators Sold Off Stock Ahead of Coronavirus Threat,"['Coronavirus', 'Economy And Jobs', 'Banking And Finance', 'Dianne Feinstein', 'Richard Burr', 'Kelly Loeffler', 'James Inhofe', 'Stock Market', 'US Senate', 'Politics']","Dianne Feinstein, 3 Senate colleagues sold off stocks before coronavirus crash",Fox News (Online News),"Sen. Dianne Feinstein of California and three of her Senate colleagues sold off stocks worth millions of dollars in the days before the coronavirus outbreak crashed the market, according to reports.
The data is listed on a U.S. Senate website containing financial disclosures from Senate members.
Feinstein, who serves as ranking member of the Senate Judiciary Committee, and her husband sold between $1.5 million and $6 million in stock in California biotech company Allogene Therapeutics, between Jan. 31 and Feb. 18, The New York Times reported.
When questioned by the...",right
3802,4 Senators Sold Off Stock Ahead of Coronavirus Threat,"['Coronavirus', 'Economy And Jobs', 'Banking And Finance', 'Dianne Feinstein', 'Richard Burr', 'Kelly Loeffler', 'James Inhofe', 'Stock Market', 'US Senate', 'Politics']",Senator Richard Burr Sold a Fortune in Stocks as G.O.P. Played Down Coronavirus Threat,New York Times (News),"WASHINGTON — Senator Richard M. Burr sold hundreds of thousands of dollars’ worth of stock in major companies last month, as President Trump and others in his party were still playing down the threat presented by the coronavirus outbreak and before the stock market’s precipitous plunge.
The stocks were sold in mid-February, days after Mr. Burr, Republican of North Carolina and the chairman of the Intelligence Committee, wrote an opinion article for Fox News suggesting that the United States was “better prepared than ever before” to confront the virus. At...",left
3803,4 Senators Sold Off Stock Ahead of Coronavirus Threat,"['Coronavirus', 'Economy And Jobs', 'Banking And Finance', 'Dianne Feinstein', 'Richard Burr', 'Kelly Loeffler', 'James Inhofe', 'Stock Market', 'US Senate', 'Politics']",Four senators sold stocks before coronavirus threat crashed market,The Hill,"Four senators sold stocks shortly after a January Senate briefing on the novel coronavirus outbreak, unloading shares that plummeted in value a month later as the stock market crashed in the face of a global pandemic.
According to financial disclosures, Sens. Kelly Loeffler (R-Ga.), Jim Inhofe (R-Okla.), Dianne Feinstein (D-Calif.) and Richard Burr (R-N.C.) each sold hundreds of thousands of dollars in stocks within days of the Senate holding a classified briefing on Jan. 24 with administration officials on the threat of the coronavirus outbreak.
The sales raise questions about...",center
3816,Romney Out of 2016 Race,"['Presidential Elections', 'Elections']",Why Mitt Romney bowed out,CNN (Online News),"In the end, as it always has been with Mitt Romney, it was about the data.
Three weeks to the day since he informed a group of Republican financiers in New York that he was serious about a third presidential bid, Romney on Friday finally pulled the plug on his long and sometimes agonizing political career, telling supporters that he would not mount a third bid for the Republican presidential nomin",left
3817,Romney Out of 2016 Race,"['Presidential Elections', 'Elections']",Romney's Exit Unleashes Race for Donors Among 2016 Hopefuls,Newsmax (News),"Mitt Romney's exit from the presidential campaign has unleashed a frenzy of fresh fundraising and set off a new race for the backing of donors who had remained loyal to the 2012 Republican nominee.
Big dollars were said to flow immediately on Friday to former Florida Gov. Jeb Bush, who already had won over several of Romney's past donors. New Jersey Gov. Chris Christie claimed the support of others who were waiting on Romney to make a decision about whether to seek the White House a third time.
Tony Carbonetti,...",right
3818,Romney Out of 2016 Race,"['Presidential Elections', 'Elections']","Support Waning, Romney Decides Against 2016 Bid",New York Times (News),"On a ski lift high above the powdery slopes of Deer Valley, Utah, Mitt Romney made it clear: His quest for the White House, which had dominated nearly a decade of his life, was coming to a close.
In a talk with his eldest son, Tagg, between runs down the mountain on Monday, Mr. Romney, 67, said he had all but decided against a third bid for the White House.
The conversation, a",left
3825,Pre-Convention Electoral College,"['Presidential Elections', 'Elections']","Obama 237, Romney 206",CNN (Online News),"As of August 27, the CNN Electoral Map",left
3826,Pre-Convention Electoral College,"['Presidential Elections', 'Elections']","Obama 257, Romney 191",Fox News (Online News),"As of August 27, Karl Rove's analysis as reported by Fox News.",right
3827,Pre-Convention Electoral College,"['Presidential Elections', 'Elections']","Obama 247, Romney 191",HuffPost,"As of August 27, 12:01am. The current view of the 2012 presidential election, based on HuffPost Pollster charts and analysis.",left
3831,Who will Romney pick as VP?,"['Presidential Elections', 'Elections']",Romney's short list: Portman is case study in campaigning for VP,CNN (Online News),"At the edge of the Alt farm cornfield, Ohio Sen. Rob Portman gets a firsthand look at the impact of a punishing drought.
""These guys have crop insurance, which will cover most of their losses,"" Portman says of the Alt family, which has been farming this land since 1959. ""But going forward, we need to prove predictability and certainty with a new farm bill.""
On the one hand, Politics 101: a freshman Republican senator still not very well known statewide, back home for a visit with constituents.",left
3832,Who will Romney pick as VP?,"['Presidential Elections', 'Elections']",Giuliani Likes Rubio as Romney VP Pick,Wall Street Journal (News),"Former New York City mayor and onetime Republican presidential hopeful Rudy Giuliani weighed in on the VP debate, saying Sen. Marco Rubio is his top pick.
On a slower day for vice presidential speculation, former New York City mayor and onetime Republican presidential hopeful Rudy Giuliani weighed in on the VP debate.
Appearing on “CBS This Morning, Mr. Giuliani said he liked all of the potential nominees, and mentioned a few names including Rep. Paul Ryan (R., Wis.), but then said: “I kinda prefer Marco Rubio, citing the Florida senators...",center
3833,Who will Romney pick as VP?,"['Presidential Elections', 'Elections']",Romney Faces Pressure From Right to Put Ryan on Ticket,New York Times (News),"Conservatives are increasing the pressure on Mitt Romney again.
The extended summertime silence of Mr. Romney, the Republican candidate, on his choice of a running mate has provided a new opening for social and economic conservatives to lobby for a die-hard member of their movement to join the Republican ticket.
A strongly-worded Wall Street Journal editorial on Thursday urged Mr. Romney to pick Representative Paul D. Ryan of Wisconsin, the architect of the Republican budgetary vision who has pushed ambitious plans to curtail entitlement programs. The paper s",left
3843,Obama Comment on Romney,"['Presidential Elections', 'Elections']","Obama: Mitt Romney Holds 'Extreme Views,' Would Make Things Worse For The Middle Class",HuffPost,"In an interview with The Associated Press, Obama said Romney lacks serious ideas, refuses to ""own up"" to the responsibilities of what it takes to be president, and deals in factually dishonest arguments that could soon haunt him in face-to-face debates.",left
3844,Obama Comment on Romney,"['Presidential Elections', 'Elections']","Obama: Romney locked into 'extreme positions' on economic, social issues",Fox News (Online News),"President Barack Obama said Mitt Romney has locked himself into ""extreme positions"" on economic and social issues and would surely impose them if elected, trying to discredit his Republican rival at the biggest political moment of his life.",right
3845,Obama Comment on Romney,"['Presidential Elections', 'Elections']",Obama Says Mitt Romney Would Ã¢â‚¬ËœMake Things Worse for Middle ClassÃ¢â‚¬â„¢,ABC News (Online),"With Mitt Romney poised to accept the Republican nomination this week, President Obama today accused his rival of backing policies that would “make things worse for the middle class.",left
3870,Senate Republicans Block Democrats' Voting Rights Legislation,"['Republican Party', 'Voting Rights And Voter Fraud', 'Elections', 'Democratic Party', 'US Senate', 'Politics']",Republicans block 'rotten' election reform bill in Senate as VP Harris presides over debate,Fox News (Online News),"Senate Republicans Tuesday blocked sweeping legislation on election and campaign finance reforms that Democrats said is crucial to ensuring voting rights and saving democracy but the GOP blasted as a partisan power grab.
The ""For the People Act"" needed 60 votes to clear a procedural vote in the Senate Tuesday, but Republicans filibustered and killed the legislation from advancing to debate. No Republicans joined with the 50 Democrats on the motion to proceed.
Senate Minority Leader Mitch McConnell, R-Ky., said Republicans won't stand for Democrats' attempt to impose new voting standards on states that...",right
3871,Senate Republicans Block Democrats' Voting Rights Legislation,"['Republican Party', 'Voting Rights And Voter Fraud', 'Elections', 'Democratic Party', 'US Senate', 'Politics']",Senate GOP blocks voting rights bill,The Hill,"Senate Republicans on Tuesday blocked a sweeping bill to overhaul federal elections, ratcheting up already inflamed tensions over voting rights. 
Senators voted 50-50 in the evenly divided Senate on advancing the For the People Act, splitting along party lines and failing to get the 60 votes needed to overcome a GOP filibuster. 
The vote is the culmination of weeks of partisan rancor and behind-the-scenes talks over changing the nation's voting laws in the wake of the 2020 presidential election.",center
3872,Senate Republicans Block Democrats' Voting Rights Legislation,"['Republican Party', 'Voting Rights And Voter Fraud', 'Elections', 'Democratic Party', 'US Senate', 'Politics']",Senate Republicans block signature Democratic election bill in key test vote,CNN (Online News),"Senate Democrats suffered a loss on Tuesday when Republican opposition sunk their signature voting and election bill during a key test vote, underscoring the limits of the party's power with the narrowest possible Senate majority.
A procedural vote to open debate on the legislation was defeated by a tally of 50-50, falling short of the 60 votes needed to succeed. Democrats were united in favor of the vote after securing support from Sen. Joe Manchin of West Virginia, but Republicans were united against it, causing the measure to fail to...",left
3876,"Trump Campaigns, Visits Texas Oil Rig After State's Polls Favor Biden","['Donald Trump', 'Texas', 'Rally', 'Election 2020', 'Energy', 'Environment', 'Oil']","In Texas, Trump warns that a Biden presidency would demolish state's energy industry",Washington Times,"President Trump traveled to up-for-grabs Texas on Wednesday to warn voters that Democrat Joseph R. Biden’s “radical” green energy plans would destroy the state’s oil and gas industry.
“If these far-left politicians ever get into power, they will demolish not only your industry, but the entire U.S. economy,” Mr. Trump told an audience at an oil-drilling operation in Midland. “You will have no more energy coming out of the great state of Texas.”
The president said of his rival, “I don’t think Biden’s going to do too well...",right
3877,"Trump Campaigns, Visits Texas Oil Rig After State's Polls Favor Biden","['Donald Trump', 'Texas', 'Rally', 'Election 2020', 'Energy', 'Environment', 'Oil']","Trump to discuss energy, tour oil rig, raise money in Texas",Associated Press,"WASHINGTON (AP) — President Donald Trump will shift his focus to American energy dominance during a stop in Texas later this week that will include his first visit to an oil rig.
During the stop Wednesday at Double Eagle Energy in the west Texas city of Midland, Trump will discuss how the U.S. is achieving energy dominance by cutting regulations, simplifying permitting and encouraging private investment in energy infrastructure, the White House said.
Trump will also tour an oil rig in Midland, the city where former President George W. Bush...",left
3878,"Trump Campaigns, Visits Texas Oil Rig After State's Polls Favor Biden","['Donald Trump', 'Texas', 'Rally', 'Election 2020', 'Energy', 'Environment', 'Oil']","Few At Trump's Texas Energy Event Seen Wearing Masks, Social Distancing",Newsweek,"Video posted to social media shows that President Donald Trump's speech in Texas was attended by a crowd who largely refused to wear masks or maintain social distancing in a tightly packed area.
Trump delivered a speech on ""restoring energy dominance"" during an event at the Double Eagle Energy oil rig in Midland, Texas on Wednesday.
Video posted to Twitter shortly after the event by The Hill appears to show very few of the attendees wearing face coverings despite the recent spike in COVID-19 cases in Texas. There also seemed...",center
3879,Bernie Sanders Undergoes Emergency Heart Procedure,"['Healthcare', 'Bernie Sanders', 'Health', 'Election', 'Elections']",Bernie Sanders cancels campaign events for artery blockage surgery,BBC News,"Mr Sanders was treated in hospital for an arterial blockage after experiencing chest pain at an event in Nevada on Tuesday.
An adviser for the Vermont senator said he was in ""good spirits"" and will be resting over the next few days.
Mr Sanders had earlier announced his campaign has raised over $25m (£20m).
Senior adviser Jeff Weaver said in a statement: ""Following medical evaluation and testing he was found to have a blockage in one artery and two stents were successfully inserted.""
Mr Weaver said Mr Sanders is ""conversing...",center
3880,Bernie Sanders Undergoes Emergency Heart Procedure,"['Healthcare', 'Bernie Sanders', 'Health', 'Election', 'Elections']",Bernie Sanders Cancels Campaign Events After Hospitalization for Chest Pain,Slate,"Sen. Bernie Sanders has called off all campaign events “until further notice” after being hospitalized with chest pain, a spokesman said Wednesday.
According to Sanders’ senior adviser Jeff Weaver, the 78-year-old candidate “experienced some chest discomfort” at a Tuesday night campaign event in Nevada. Doctors found a “blockage” in one of his arteries, and the senator had two stents inserted.
“Sen. Sanders is conversing and in good spirits,” Weaver said. “He will be resting up over the next few days.”",left
3881,Bernie Sanders Undergoes Emergency Heart Procedure,"['Healthcare', 'Bernie Sanders', 'Health', 'Election', 'Elections']",Bernie Sanders cancels campaign events after hospitalization for heart surgery,Washington Examiner,"Bernie Sanders will cancel campaign events until further notice after he experienced chest discomfort at a campaign event on Tuesday evening and received two stents following the discovery of blockage in one artery, his campaign said.
“During a campaign event yesterday evening, Sen. Sanders experienced some chest discomfort. Following medical evaluation and testing he was found to have a blockage in one artery and two stents were successfully inserted. Sen. Sanders is conversing and in good spirits. He will be resting up over the next few days. We are canceling...",right
3909,Opinions on VP Debate,"['Presidential Elections', 'Elections']","Biden accused of being disrespectful in vice presidential debate with grins, laughs",Fox News (Online News),"Vice President Biden was aggressive in taking on Paul Ryan in their debate Thursday in a way President Obama wasn't last week against Mitt Romney, but Biden's smile may have stolen some of his thunder.",right
3910,Opinions on VP Debate,"['Presidential Elections', 'Elections']",Sports bar Biden vs. seminar Ryan,CNN (Online News),"Timothy Stanley: Pugnacious Biden took on a wonkish Ryan. This was a strange debate, even an ugly one. The two men looked like they were taking part in separate discussions. Ryan was speaking in the economics seminar at some obscure think tank. Biden was shouting answers in the middle of a loud sports bar.",left
3911,Opinions on VP Debate,"['Presidential Elections', 'Elections']",Grit Won,HuffPost,"Tonight was a battle for voters in the middle. Both parties put their finest soldiers in the field. Better equipped than Obama and Romney -- distant and aloof standard-bearers -- Vice President Joe Biden and Congressman Paul Ryan grew up among the ranks of the people they need to win. And tonight on the TVs across middle-class America, Joe Biden was a hero.",left
3918,Previewing Tuesday's Primaries in Wyoming and Alaska,"['2022 Elections', 'Elections', '2022 Wyoming House Election', 'Alaska', 'Wyoming', 'Liz Cheney']",6 things to watch in Wyoming and Alaska elections,CNN (Online News),"Jackson, Wyoming (CNN)Former President Donald Trump's campaign to purge the Republican Party of his opponents could reach its most dramatic moment of the 2022 midterm election cycle on Tuesday in Wyoming.
Rep. Liz Cheney, the vice chair of the House committee investigating January 6, 2021, who was booted from her House leadership position and censured by the GOP organization in her state after voting to impeach Trump, faces the Trump-backed Harriet Hageman and three other candidates in the GOP primary for the state's lone House seat.
A Cheney loss would be a demonstration that...",left
3919,Previewing Tuesday's Primaries in Wyoming and Alaska,"['2022 Elections', 'Elections', '2022 Wyoming House Election', 'Alaska', 'Wyoming', 'Liz Cheney']",Liz Cheney approaches likely Wyoming primary loss with defiance,The Hill,"Rep. Liz Cheney may be about to lose her day job. If so, she’s totally OK with that.
Cheney, a third-term Wyoming Republican, is charging into Tuesday’s primary in the Cowboy State defiantly embracing the very message that’s sparked the conservative backlash brewing to oust her: Namely, that former President Trump, with his baseless claims of a “stolen” election, poses an existential threat to the country’s democratic foundations and should be barred from holding future office.
That argument, combined with Cheney’s national prominence, has made her both the public face...",center
3920,Previewing Tuesday's Primaries in Wyoming and Alaska,"['2022 Elections', 'Elections', '2022 Wyoming House Election', 'Alaska', 'Wyoming', 'Liz Cheney']","Top Trump targets Cheney, Murkowski, face voters in Tuesday’s primaries in Wyoming, Alaska",Fox News (Online News),"Rep. Liz Cheney of Wyoming and Sen. Lisa Murkowski of Alaska sit high atop former President Trump’s Republican hit list.
As Alaska and Wyoming hold primary elections on Tuesday, both federal lawmakers face voters for the first time since moving early last year to impeach Trump for his role in inciting the Jan. 6, 2021, storming of the U.S. Capitol.
While Cheney faces what public opinion polls suggest is near-certain defeat in her bid for a fourth two-year term representing Wyoming’s at-large House seat, Murkowski is all but certain to pass her first...",right
3921,Jesse Jackson Jr Resigns,"['US Congress', 'Politics']","Rep. Jesse Jackson Jr., Ill and Facing Inquiry, Will Resign",New York Times (News),"Representative Jesse L. Jackson Jr., who won re-election this month despite an extended illness, a long absence from Congress and reports of looming investigations, will leave office.",left
3922,Jesse Jackson Jr Resigns,"['US Congress', 'Politics']",Jesse Jackson Jr. resigns from Congress,Washington Times,"Rep. Jesse Jackson Jr. resigned from Congress Wednesday, ending months of speculation the Chicago Democrat would step down after battling medical and legal problems.",right
3923,Jesse Jackson Jr Resigns,"['US Congress', 'Politics']","Amid scandal and health issues, Jesse Jackson Jr. quits Congress",CNN (Online News),"Rep. Jesse Jackson Jr. announced Wednesday that he is resigning from Congress, in the midst of an investigation into the misuse of campaign funds as well as ongoing ""health issues.""",left
3924,What the GOP Should Do Now,['Elections'],"OPINION: It’s time to lead, GOP",Fox News (Online News),"Last September, Nancy Pelosi warned Americans that a Republican Senate majority would mean that ""civilization as we know it would be in jeopardy."" We can only hope the Congresswoman is putting the finishing touches on her doomsday bunker, because it’s official -- the Republican Party holds the keys to the Senate for the first time since 2007.",right
3925,What the GOP Should Do Now,['Elections'],Republicans Weigh How Far to Push Obama on Policies,Bloomberg,"Republicans in control of the U.S. Senate will try to force a politically weakened President Barack Obama to accept changes to his health-care law, back off on tough environmental rules and nominate judges they endorse.",left
3926,What the GOP Should Do Now,['Elections'],OPINION: Newly empowered Republicans should set a course to deliver tangible results,Washington Post,"REPUBLICANS COLLECTED a significant victory in Tuesday’s midterm elections, gaining control of the Senate to go with their control of the House. With that win comes an increased level of responsibility for the nation’s fortunes. They can no longer behave like a petty opposition party. If the GOP wants to prove before 2016 that it is better at governing than the Democrats, this is its chance to address a backlog of problems — to seek results, rather than continue to blame others for failure.",left
3927,Pataki Enters Republican Field,"['Presidential Elections', 'Elections']",5 Things You Should Know About George Pataki,NPR (Online News),"George Pataki announced his presidential candidacy in Exeter, N.H., Thursday, the eighth official Republican entrant in the 2016 race for the White House. The field is expected to double over the next couple of months. Pataki has made numerous visits and a few friends in recent months in the Granite State, home of the first primary in 2016. Still, the mention of his name in most of the country might prompt questions of, ""Who?"" and possibly, ""Why?""
That is remark",left
3928,Pataki Enters Republican Field,"['Presidential Elections', 'Elections']",Former New York Gov. George Pataki Joins Crowded GOP Presidential Field,The Blaze,"Former New York Gov. George Pataki is joining the 2016 Republican presidential contest.
“America has a big decision to make about who we’re going to be and what we’re going to stand for,” Pataki said in a campaign video released Thursday morning. “The system is broken. The question is no longer about what the government should do but what we should do about our government, about our divided view, about our uncertain future.”
He pointed out that he was elected three times as a Republican in a deep blue state...",right
