article_id,title,source,bias_rating,text,generated_question,question_gen_model
1089,How Swing States Are Shaping Up in Final Full Week of 2020 Election,The Daily Wire,right,"On Election Day 2016, at precisely 10:41 a.m., wunder pollster Nate Silver posted a story on his website FiveThirtyEight.
“Final Election Update: There’s A Wide Range Of Outcomes, And Most Of Them Come Up Clinton,” read the headline.
Silver said his “forecast has Clinton favored in states and congressional districts totaling 323 electoral votes, including all the states President Obama won in 2012 except Ohio and Iowa, but adding North Carolina.” He hedged his bet a bit, though, saying Clinton could lose North Carolina or Florida, so “the average number...",What electoral vote total did Nate Silver's forecast favor for Hillary Clinton in the 2016 election?,gpt-4o-mini
1090,Trump to Hold Virtual Rally on Rush Limbaugh's Radio Show Friday,Washington Examiner,right,"A top conservative radio host whose adamant support of President Trump helped galvanize his election in 2016 scored a virtual visit from the commander in chief himself.
On his radio show Thursday afternoon, Rush Limbaugh said Trump will join him on the airwaves Friday as part of a ""virtual rally.""
“I’m thrilled to announce that our commander in chief, President Donald Trump, will be right here tomorrow hosting the largest virtual rally in radio history,” Limbaugh said during his show on Thursday. “It will be special, and I am really...",What event is President Donald Trump scheduled to participate in with Rush Limbaugh?,gpt-4o-mini
1091,NC Governor Signs Voter ID Law,Fox News (Online News),right,"Within hours of McCrory's signing, the American Civil Liberties Union announced that it and two other groups had filed a lawsuit challenging the Republican-backed legislation.",What action did the American Civil Liberties Union take following McCrory's signing of the legislation?,gpt-4o-mini
1092,Dem Enthusiasm,Newsmax (News),right,"Desperate Democrats are handing out tickets to students and volunteers in a scramble to fill seats for President Barack Obamas Thursday-night accepting nomination to a second term, according to The Associated Press.
The campaign needs to fill 74,000-seat Bank of America stadium to capacity when Obama speaks.
Read more on",What is the capacity of the Bank of America stadium that Democrats are trying to fill for President Obama's nomination acceptance?,gpt-4o-mini
1093,Biden Supports Senate Filibuster Exception to Codify Roe v Wade,Newsmax (News),right,"President Joe Biden said Thursday he backs an ""exception"" to Senate filibuster rules to codify abortion rights.
He called the Supreme Court's decision ending the right to abortion “destabilizing” but said it does not affect U.S. standing on the world stage, as he took credit for modernizing the transatlantic alliance to adapt to new threats from Russia and China.
""I believe we have to codify Roe v. Wade into law. And the way to do that is to make sure that the Congress votes to do that and if the...",What exception to Senate filibuster rules does President Joe Biden support?,gpt-4o-mini
1094,Democrat Conor Lamb Claims Victory in Pennsylvania,Fox News (Online News),right,"It could come down to a recount.
Democrat Conor Lamb has already declared victory over Republican Rick Saccone in Pennsylvania’s special House election, but Republicans say they aren’t giving up until every vote is counted.",What is the current status of the special House election in Pennsylvania between Conor Lamb and Rick Saccone?,gpt-4o-mini
1095,Donald Trump's Second Impeachment Trial Begins,Washington Examiner,right,"House Democrats will deliver their impeachment case “like a violent crime prosecution"" against former President Donald Trump when the trial convenes in the Senate Tuesday afternoon.
Trump’s second impeachment trial starts at 1 p.m. and is expected to last a week or more. He is charged with one article of impeachment for citing an insurrection ahead of the Jan. 6 attack on the U.S. Capitol by a violent throng of his supporters.
Senior House Democratic aides on the impeachment managers' team said Tuesday the prosecution led by House impeachment managers...",What time does former President Donald Trump's second impeachment trial start in the Senate?,gpt-4o-mini
1096,Previewing Tuesday's Primaries in New Hampshire and Elsewhere,Washington Examiner,right,"Republicans heading to the polls Tuesday for the final primaries ahead of November's midterm elections are poised to reveal the forces driving the party as it seeks to reclaim power in Congress.
The Senate primary picking a challenger to Sen. Maggie Hassan (D-NH) is a classic case of populist insurgent versus conservative pragmatist. Don Bolduc, a retired Army brigadier general, and New Hampshire Senate President Chuck Morse both vow to oppose President Joe Biden’s agenda and place a GOP check on Democratic power in Washington. But while Bolduc promises to...",What are the key characteristics of the Senate primary candidates challenging Sen. Maggie Hassan in New Hampshire?,gpt-4o-mini
1097,"Tuesday's Primary Results in Illinois, Colorado, New York and Elsewhere",Washington Times,right,"Rep. Mary Miller defeated Rep. Rodney Davis in the Illinois GOP primary in the newly drawn 15th Congressional District.
The Associated Press called the race for Ms. Miller at 10:48 p.m. EDT.
With 75% of the vote reported, Ms. Miller held a 58% to 42% lead over Mr. Davis.
Mr. Davis, a conservative four-term congressman known for his willingness to work across the aisle, voted to certify the results of the 2020 election and to create a bipartisan Jan. 6 commission that died in the Senate.
Ms. Miller, meanwhile, won...",Who won the Illinois GOP primary in the newly drawn 15th Congressional District?,gpt-4o-mini
1098,Obama Comment on Romney,Fox News (Online News),right,"President Barack Obama said Mitt Romney has locked himself into ""extreme positions"" on economic and social issues and would surely impose them if elected, trying to discredit his Republican rival at the biggest political moment of his life.",What did President Barack Obama claim about Mitt Romney's positions on economic and social issues?,gpt-4o-mini
1099,Democrats Introduce Bill To Raise Minimum Wage To $15 by 2025,Fox News (Online News),right,"A group of Democratic lawmakers reintroduced legislation on Tuesday to raise the federal minimum wage to $15 per hour by 2025 — and indicated they may use a powerful procedural tool to pass the bill using their slimmest-possible Senate majority.
“Let’s be clear: The $7.25 an hour federal minimum wage is a starvation wage,” Vermont Sen. Bernie Sanders, the incoming chairman of the Senate Budget Committee, said during a call with reporters. ""No person in America can make it on $8, $10 or $12 an hour.""",What legislation did a group of Democratic lawmakers reintroduce on Tuesday regarding the federal minimum wage?,gpt-4o-mini
1100,Perspectives: Right Voices Criticize Left-Rated Media for Lack of Coverage on Swalwell Spy Controversy,The Federalist,right,"After spending months spilling ink to delegitimize stories implicating President-elect Joe Biden in his son’s corrupt overseas business dealings, the New York Times has found a new favorite Democrat to protect.
As of this writing Monday morning, the nation’s most influential newspaper — boasting more than 7 million subscribers — has yet to dedicate a single article or news item to the compromising revelations surrounding Democratic House Intelligence Committee member Eric Swalwell cultivating a relationship with a Chinese spy.",What has the New York Times not done regarding the revelations about Eric Swalwell's relationship with a Chinese spy?,gpt-4o-mini
1101,Hillary Clinton Courts the GOP,Guest Writer - Right,right,Republicans who embrace Clinton are her cultural peers.,What is the relationship between Republicans who embrace Clinton and her cultural peers?,gpt-4o-mini
1102,Trump Catching Up,Breitbart News,right,"President Barack Obama warns that Donald Trump might beat Hillary Clinton in November, even with her efforts to tag him as a xenophobic bigot who does not represent America.",What warning did President Barack Obama give regarding Donald Trump's potential to beat Hillary Clinton in the November election?,gpt-4o-mini
1103,Hillary Clinton to Announce on Sunday,Fox News (Online News),right,Hillary Clinton reportedly will kick off her long-expected 2016 presidential campaign on Sunday.,When is Hillary Clinton expected to kick off her 2016 presidential campaign?,gpt-4o-mini
1104,Democrats React to Obama's Call for Moderation in Primary Race,Fox News (Online News),right,"Former President Barack Obama on Friday warned 2020 Democratic presidential hopefuls to pay attention to what voters actually think -- warning that most of them don’t want to “tear down the system.”
“The average American doesn't think we have to completely tear down the system and remake it. And I think it's important for us not to lose sight of that,” Obama said.
“There are a lot of persuadable voters and there are a lot of Democrats out there who just want to see things make sense. They just don't...",What did former President Barack Obama advise 2020 Democratic presidential hopefuls regarding voter opinions?,gpt-4o-mini
1105,Romney Tweaks Campaign Strategy,Washington Times,right,WASHINGTON (AP) Ã¢â‚¬â€ Now its Mitt Romney who wants to be the candidate of change.,What position is Mitt Romney seeking in relation to being a candidate of change?,gpt-4o-mini
1106,Iran-based Group Tried to Hack President Trump's Re-election Campaign,The Daily Caller,right,"Iranian hackers have been trying to get into the email accounts of at least one presidential campaign, multiple American journalists and current and former U.S. government officials according to Microsoft.
The hackers have support from Iran’s government and made over 2,700 attempts to identify email accounts of various individuals, a Friday Microsoft report says.
Microsoft did not name the targeted campaign, but researchers said hackers tried to attack 241 accounts. Hackers infiltrated four of them, The New York Times reported.
This news comes after Russia tried to interfere in the...",What did Microsoft report about Iranian hackers' attempts to access email accounts related to a presidential campaign?,gpt-4o-mini
1107,Why Obama Won,Fox News (Online News),right,"President Obamas win today came from of a strong showing among core Democratic constituencies, being more likeable than his opponent, and an economy that voters felt is doing well-enough to keep him in the White House.",What factors contributed to President Obama's win according to the article?,gpt-4o-mini
1108,Bush and Romney- 2016 Rivals?,Newsmax (News),right,"As Jeb Bush and Mitt Romney consider seeking the 2016 Republican presidential nomination, the former governors have a long history of ambition and ""competitiveness and snippiness"" that could easily play out during any campaign, The Washington Post reports.
""We’re seeing the first shots of the war between clan Romney and clan Bush,"" Alex Castellanos, a Republican strategist who has worked for both men, told The Post. ""Both bring to the battle incredibly powerful fan clubs as well as wounds they have to heal.
""How ugly could it get?"" he asked....",What are the names of the two former governors considering the 2016 Republican presidential nomination?,gpt-4o-mini
1109,Cruz Debates Trump Supporters,The Blaze,right,Republican presidential candidate Sen. Ted Cruz (Texas) engaged in a debate with supporters of his rival Donald Trump outside a campaign stop in Indiana Monday.,What event did Republican presidential candidate Sen. Ted Cruz participate in outside a campaign stop in Indiana?,gpt-4o-mini
1110,Zelenskyy Delivers Virtual Speech to Congress,Washington Times,right,"Ukrainian President Volodymyr Zelenskyy in a livestreamed video to Congress on Wednesday pleaded for the U.S. to help him battle Russia’s bombardment of his country with a no-fly zone or military equipment to protect Ukraine’s skies.
“Russia has turned the Ukrainian side into a source of death for thousands of people,” Mr. Zelenskyy told the roomful of senators and congressman. 
“This is a terror that Europe has not seen, has not seen for 80 years, and we are asking for a reply to this terror from the whole world. Is this a lot to ask...",What did Ukrainian President Volodymyr Zelenskyy request from the U.S. during his livestreamed video to Congress?,gpt-4o-mini
1111,Iowa Results Not Expected Until Later Tuesday,Fox News (Online News),right,"The Iowa Democratic Party (IDP) still has not reported official vote totals in the critical Iowa caucuses as of early Tuesday morning, in a largely unexplained and unprecedented delay that has raised questions about the legitimacy of the contest -- and Democratic campaign officials are livid, Fox News has learned.
The Trump campaign, meanwhile, openly suggested that the delay meant that the caucuses were being ""rigged,"" and that the embarrassing night proved that the Democratic Party can't be trusted to run Americans' health care and implement sweeping new government programs....",What has caused the Iowa Democratic Party to delay reporting official vote totals in the Iowa caucuses?,gpt-4o-mini
1112,Campaign Advertising,Townhall,right,"Some conservatives will bristle at Romney's assertion that ""both President Obama and I care about poor and middle class families."" Democrats rarely afford Republicans this benefit of the doubt.",What assertion did Romney make regarding his and President Obama's concern for poor and middle class families?,gpt-4o-mini
1113,Stage Set for Decisive Senate Races in Georgia,Fox News (Online News),right,"Some very well-known Republicans are teaming up help raise money for the GOP candidates in Georgia’s twin Senate runoff elections, which will determine whether their party holds on to its majority in the Senate or if the Democrats will control both houses of Congress in addition to the White House.
Fox News has confirmed that Republican strategist Karl Rove will serve as national finance chairman for the Georgia Battleground Fund. Rove, who was President George W. Bush’s top political adviser during his two presidential campaigns and in the White House,...",Who is serving as the national finance chairman for the Georgia Battleground Fund?,gpt-4o-mini
1114,Capitol Secure After Trump Supporters Breach Building; Pelosi Says Vote Count Will Proceed Wednesday Night,New York Post (News),right,"The female protester shot inside the Capitol on Wednesday has died.
Sources said the woman succumbed to her injuries.
Law enforcement sources told The Post that the woman was apparently shot by Capitol Police.",What happened to the female protester who was shot inside the Capitol?,gpt-4o-mini
1115,Making the Case for Donald Trump or Joe Biden,Donald Trump,right,"A vote for me is a vote for jobs, safety, rule of law, lower taxes, protection of your Second Amendment, and freedom.
Four years ago, Americans elected me president to go to Washington, drain the swamp and produce real results for them. Now they have a choice: continue the record of prosperity that my administration delivered or return to the old Washington status quo, where Beltway insiders enriched themselves at the expense of hardworking Americans across the country.
My administration has delivered safety, prosperity and opportunity for all Americans...",What claims does the speaker make about the achievements of their administration?,gpt-4o-mini
1116,Penn Voter ID Change,Washington Times,right,"A Pennsylvania judge on Tuesday blocked the state from enforcing its Republican-backed voter ID law in November, dealing a blow to the GOP’s hopes of carrying the state in the presidential election.
Commonwealth Court Judge Robert Simpson, a Republican, cited concerns over “disenfranchisement,” saying there wasn’t enough time for state officials to make sure everyone who needs a photo ID would have one by Nov. 6.
Read more: Judge blocks Pa.'s new voter ID requirement - Washington Times
http://www.washingtontimes.com/news/2012/oct/2/judge-blocks-pas-new-vote...

Follow us: @washtimes on Twitter",What did a Pennsylvania judge rule regarding the state's voter ID law on Tuesday?,gpt-4o-mini
1117,Final Debate,Newsmax (News),right,"Former Massachusetts Gov. Mitt Romney may have exchanged a tactical defeat for a strategic victory in Mondays foreign policy debate, losing on points to the president by most accounts but scoring a solid performance that left major pundits declaring he had passed “the commander in chief test in resounding fashion.",Did Mitt Romney perform well in the foreign policy debate according to major pundits?,gpt-4o-mini
1118,Sussmann Acquitted of Lying to FBI in First Durham Probe Trial,New York Post (News),right,"A federal jury on Tuesday found former Hillary Clinton campaign lawyer Michael Sussmann not guilty of lying to the FBI — finding special counsel John Durham did not prove his case beyond a reasonable doubt.
The verdict reached by jurors drawn from heavily Democratic-leaning DC came midway through the second day of deliberations following a two-week trial on a single count of making false statements to a federal agent.
Durham left the courthouse without commenting but issued a prepared statement a short time later.",What was the verdict reached by the federal jury regarding Michael Sussmann?,gpt-4o-mini
1119,Reason for GOP Win,Wall Street Journal (Opinion),right,"Elections Became a Referendum on His Presidency. President Barack Obama hoped the midterm elections would help break the capital’s gridlock. Instead, they became a referendum on his presidency.
Voters went to the polls Tuesday deeply frustrated with the political system and handed Republicans a decisive victory. Mr. Obama was a central figure in key races where Republicans criticized his leadership.",What was the outcome of the midterm elections in relation to President Barack Obama's leadership?,gpt-4o-mini
1120,Biden Sees Best Midterm Election for Sitting President in 2 Decades,Washington Examiner,right,"President Joe Biden witnessed the best midterm elections for any president in two decades after the projected Republican ""red wave"" missed its mark on Election Day.
Both chambers of Congress are up in the air, with Republicans holding 207 seats compared to Democrats' 184, with a majority of 218 needed. The Senate remains a toss-up, with Republicans holding 49 seats and Democrats, including two independents, holding 48. Senate races in Arizona and Nevada, as well as Georgia, which went to a runoff, will determine the majority.
Biden wrote in a...",What was the outcome of the midterm elections for President Joe Biden compared to previous presidents in the last two decades?,gpt-4o-mini
1121,"2022 Elections: Dems Keep Senate, and More Results of Competitive Races",Fox News (Online News),right,"Republicans need to rebrand and ""build something new"" after they failed to retake a majority in the U.S. Senate or meet general expectations for the 2022 midterm elections, one of the party’s younger members said.
On Saturday, shortly after Democrats picked up a key victory in Nevada, where incumbent Democrat Sen. Catherine Cortez Masto defeated Republican challenger Adam Laxalt, Republican Sen. Josh Hawley took to Twitter to say the Republican Party ""is dead.""
""The old party is dead. Time to bury it. Build something new,"" Hawley wrote.
The 42-year-old Missouri Republican is among a...",What did Republican Sen. Josh Hawley suggest about the future of the Republican Party following the 2022 midterm elections?,gpt-4o-mini
1122,Kamala Harris Holds CNN Town Hall After Announcing 2020 Candidacy,Fox News (Online News),right,Imagine if the Los Angeles Rams had to play the Super Bowl against the Patriots and the NFC Championship against the Saints at the same time.,"What scenario is described in the article involving the Los Angeles Rams, the Patriots, and the Saints?",gpt-4o-mini
1123,Should Biden Run Again in 2024?,The Daily Caller,right,"The Daily Caller contacted all 50 Senate Democrats repeatedly and asked if they would support President Joe Biden in his 2024 presidential bid. Five Senators said “Yes.”
A spokesperson for Senate Majority Leader and Democratic New York Sen. Chuck Schumer responded to the Daily Caller with a one-word answer: “Yes.”
Spokespeople for Democratic Sens. Tim Kaine of Virginia and Jack Reed of Rhode Island responded in the same way: “Yes.”
Democratic New Jersey Sen. Cory Booker’s spokesperson also said the senator would endorse Biden, noting, “Yes, Senator Booker supports President...",How many Senate Democrats expressed support for President Joe Biden's 2024 presidential bid according to the Daily Caller?,gpt-4o-mini
1124,Texas Democrats Leave State As Legislature Considers Voting Bill,Fox News (Online News),right,"Democrats in the Texas House of Representatives are once again fleeing the state in a second bid to prevent the Republican majorities in the legislature to pass a controversial GOP-sponsored elections bill to strengthen voting access rules.
The Democratic lawmakers aim to fly to Washington, D.C. on Monday, a source with knowledge of the plans confirmed to Fox News, in order to deny the quorum needed in the House to pass the voting measures. Republicans argue the bill would provide greater election security, while Democrats charge it would suppress voter turnout of minorities. ",Why are Democrats in the Texas House of Representatives planning to flee the state?,gpt-4o-mini
1125,US Senate Returns with Government Shutdown Looming,Fox News (Online News),right,"The government is days away from shutting down, and the Senate may not have the votes to pass the initial version of its funding bill as top Democrats press ahead on a deal with Sen. Joe Manchin that may fail Tuesday.
Manchin, D-W.Va., agreed to help Senate Majority Leader Chuck Schumer, D-N.Y., pass Democrats' social tax and spending bill last month. In exchange, Schumer promised Manchin a vote on an energy permitting reform to speed new projects. They are combining that with a government funding bill that must pass by Friday night or else...",What is the deadline for passing the government funding bill to avoid a shutdown?,gpt-4o-mini
1126,Reactions to Third Dem Debate Differ,National Review,right,"There’s an old joke often expressed well into banquets and conferences, where a speaker says, “We’re at the point where everything that needs to be said has been said, but not everyone has said it.” We’re already at that point with the Democratic primary debates. Tonight was a three-hour ordeal, and candidates largely repeated the arguments they made in the previous two debates. There’s not much reason to expect tonight will generate any dramatic swings in the polling in the coming days or weeks. The conventional wisdom will remain that...",What was the general consensus about the impact of the Democratic primary debates on polling?,gpt-4o-mini
1127,"First 2022 Results Show Historic Wins in Senate, Governor's Races",Fox News (Online News),right,"Republican candidate and former White House Press Secretary Sarah Huckabee Sanders is projected to win the governor’s race. She replaces term-limited Republican Governor Asa Hutchinson. Sanders will be Arkansas' first female governor.
Sanders was the White House Press Secretary under former President Trump from 2017 to 2019.
She defeats Democrat Chris Jones, who is a nuclear engineer and ordained Baptist minister.
After Sanders voted in Little Rock on Tuesday, she told reporters that she doesn't think she ran a divisive campaign and focused on tax cuts as well as other issues that could unite...",Who is projected to win the governor's race in Arkansas?,gpt-4o-mini
1128,Senate Republicans Block Democrats' Voting Rights Legislation,Fox News (Online News),right,"Senate Republicans Tuesday blocked sweeping legislation on election and campaign finance reforms that Democrats said is crucial to ensuring voting rights and saving democracy but the GOP blasted as a partisan power grab.
The ""For the People Act"" needed 60 votes to clear a procedural vote in the Senate Tuesday, but Republicans filibustered and killed the legislation from advancing to debate. No Republicans joined with the 50 Democrats on the motion to proceed.
Senate Minority Leader Mitch McConnell, R-Ky., said Republicans won't stand for Democrats' attempt to impose new voting standards on states that...",What legislation did Senate Republicans block on Tuesday that aimed to reform election and campaign finance?,gpt-4o-mini
1129,Work Continues on $1T Bipartisan Infrastructure Bill,Washington Examiner,right,"The bipartisan infrastructure legislation poised for a vote in the Senate this week would add $256 billion to the deficit over the next decade, congressional budget analysts announced Thursday, dashing hopes that provisions in the bill would fully pay for it.
The news will not come as a surprise to lawmakers skeptical of offsets included in the $1.2 trillion measure, but it immediately reinforced opposition from Republicans who opposed much of the spending and policy riders in the bill.
Sen. Steve Daines, a Montana Republican, cited the debt projection by...",How much is the bipartisan infrastructure legislation expected to add to the deficit over the next decade?,gpt-4o-mini
1130,"U.S. Deficit, Nearing $1 Trillion, Reaches Seven-Year High",National Review,right,"The federal budget deficit for the 2019 fiscal year stands $984 billion, up 26 percent from the $779 billion deficit recorded at the end of 2018, the Treasury Department announced on Friday.
The deficit has exploded over the past year despite substantial economic growth. GOP tax cuts in 2017, combined with increased discretionary spending and a failure to rein in entitlement programs, have contributed to the increase.
The deficit stood at $665 billion in 2017 prior to the passage of tax cuts that are projected to increase the deficit by...",What was the federal budget deficit for the 2019 fiscal year?,gpt-4o-mini
1131,"House GOP Prepares Investigations Into Fauci, Hunter Biden and More",Newsmax (News),right,"House Republicans, preparing for a likely takeover of the chamber next year, are already planning a series of investigations into the Biden administration, Politico is reporting.
The GOP lawmakers are getting set to look at a number of issues including Hunter Biden's business dealings, the southern border, and the U.S. withdrawal from Afghanistan.",What issues are House Republicans planning to investigate regarding the Biden administration?,gpt-4o-mini
1132,Whistleblower Says DHS Downplayed Threats from Russia and White Supremacists to Help Trump,Fox News (Online News),right,"The House Intelligence Committee received a whistleblower complaint claiming Trump administration officials at the White House and the Department of Homeland Security suppressed intelligence reports related to Russian election interference, Democratic Committee Chairman Adam Schiff said Wednesday.
In a statement, Schiff said former Intelligence and Analysis Acting Under Secretary Brian Murphy filed the whistleblower reprisal complaint on Tuesday with the DHS Office of Inspector General.",What did the whistleblower complaint filed by former Intelligence and Analysis Acting Under Secretary Brian Murphy allege regarding Trump administration officials?,gpt-4o-mini
1133,Media Reacts to FBI Raid of Mar-a-Lago,National Review,right,"The United States is a land of propositions. One of those propositions is that no man — not even the president — is above the law. Another proposition is that those who temporarily wield power must not use it to harass or disadvantage their political opponents. Occasionally, these propositions can come into tension. Monday night’s FBI search of Mar-a-Lago provides us with one of those occasions.
There is nothing wrong per se with the investigation or prosecution of political figures. Indeed, that the most powerful and popular people in the country may be...",What event took place on Monday night at Mar-a-Lago involving the FBI?,gpt-4o-mini
1134,Barack Obama Criticizes Trump at the Democratic National Convention,Washington Examiner,right,"Former President Barack Obama momentarily placed the politics of hope to one side on Wednesday as he strove to unite the Democratic Party behind 2020 standard-bearer Joe Biden and against President Trump.
Four years ago, when Obama addressed the 2016 convention in Philadelphia, a Trump presidency was a hypothetical. Now, Obama argued Wednesday, people were dying because of his successor's sloppy record in the White House.
""Donald Trump hasn’t grown into the job because he can’t,"" Obama told Democrats. ""And the consequences of that failure are severe: 170,000 Americans dead,...",What did former President Barack Obama say about President Trump's performance in relation to the COVID-19 pandemic?,gpt-4o-mini
1135,Bipartisan Senators Announce Deal to Codify Same-Sex Marriage,Washington Times,right,"Senate Majority Leader Charles E. Schumer moved Monday for a floor vote later this week on bipartisan legislation to codify the Supreme Court’s ruling on same-sex marriage rights into law following a months-long impasse.
The New York Democrat teed up a procedural vote for Wednesday that will require 60 votes to advance to final passage as early as this week.
The bill is expected to clear the 60-vote filibuster threshold after a bipartisan group spearheading the legislation announced they had an agreement on protecting nonprofit religious groups that oppose performing...",What action did Senate Majority Leader Charles E. Schumer take regarding legislation on same-sex marriage rights?,gpt-4o-mini
1136,DOJ Charges Six Russian Intelligence Officers In Worldwide Cyberhacks,The Daily Caller,right,"The Department of Justice (DOJ) announced Monday indictments for six Russian military hackers who were part of the Russian Main Intelligence Directorate (GRU).
“No country has weaponized its cyber capabilities as maliciously and irresponsibly as Russia, wantonly causing unprecedented collateral damage to pursue small tactical advantages and to satisfy fits of spite,”Assistant Attorney General for National Security John C. Demers said Monday. The six hackers began their work in 2015, according to the DOJ. The hackers “engaged in computer intrusions and attacks” to undermine, retaliate against and destabilize foreign nations...",What did the Department of Justice announce regarding six Russian military hackers on Monday?,gpt-4o-mini
1137,"MLK Day Draws Attention to Voting Bills, Filibuster Reform",David Marcus,right,"Sens. Joe Manchin, Kyrsten Sinema, and their party fellows in the Senate are facing a dilemma. Should they blow up the legislative filibuster to pass their inaptly named Voting Rights Bill, or preserve it to defend against Republicans doing the same when they have a majority?
We have seen this play out before. In 2013, the Senate majority leader, the recently deceased Harry Reid, went nuclear to remove the 67-vote threshold for all presidential nominees except Supreme Court justices. Four years later, and right on cue Sen. Mitch McConnell, in the same...",What dilemma are Sens. Joe Manchin and Kyrsten Sinema facing regarding the legislative filibuster and the Voting Rights Bill?,gpt-4o-mini
1138,Senate GOP Primary in Pennsylvania Too Close To Call,Washington Times,right,"Former hedge fund CEO Dave McCormick and celebrity physician Mehmet Oz were nearly tied in Pennsylvania’s Republican Senate primary Tuesday night, and the race appeared headed for a recount.
Mr. McCormick appeared to supporters at his campaign headquarters near midnight and told them he expected to win, but not tonight.
“We’re gonna win this campaign,” he told the cheering crowd before telling them that there were still “tens of thousands” of early votes still to be counted, starting Wednesday.
”Unfortunately, we’re not gonna have a resolution tonight, but we see a path...",What was the outcome of the Pennsylvania Republican Senate primary between Dave McCormick and Mehmet Oz?,gpt-4o-mini
1139,Election Coverage: Is Texas a Swing State?,Washington Examiner,right,"Some pundits and a whole lot of excited Democrats project the once fiery-red Lone Star State to be on the verge of going blue — or at least turning a shade of purple. Such a flip would upend national politics and threaten to put Republicans out of reach of the White House for a generation; Texas’s 38 electoral votes put it just behind California, which has 55, for the most. But the battle for Texas is likely to be a prolonged affair, a multiyear war of attrition that both parties...",Is Texas projected to potentially shift from being a Republican stronghold to a more Democratic-leaning state?,gpt-4o-mini
1140,"Congressional Races, Finances Come Under Microscope as Competition Tightens",Fox News (Online News),right,"The coffers of some Republican congressional candidates received a boost from the private equity sector as a major PAC representing the industry’s largest players doles out contributions.
The American Investment Council PAC has donated more than $243,000 to candidates in both the House and Senate since 2018, according to an Axios analysis of FEC records, and 65% of those funds were sent to Republican candidates.
Some of the senators who received funding from the PAC include Senate Majority Leader Mitch McConnell, R-Ky., Sen. Susan Collins, R-Maine, and Sen. Thom Tillis,...",How much money has the American Investment Council PAC donated to congressional candidates since 2018?,gpt-4o-mini
1141,"Amid Insider Trading Probe, Burr to Step Down from Intelligence Committee",Fox News (Online News),right,"Republican Sen. Richard Burr has stepped aside as chairman of the Senate Intelligence Committee amid an investigation into his stock sales during the early stages of the coronavirus outbreak.
Senate Majority Leader Mitch McConnell announced the development in a brief statement Thursday, saying:
“Senator Burr contacted me this morning to inform me of his decision to step aside as Chairman of the Intelligence Committee during the pendency of the investigation. We agreed that this decision would be in the best interests of the committee and will be effective at the...",Why did Senator Richard Burr step aside as chairman of the Senate Intelligence Committee?,gpt-4o-mini
1142,"Amid Feud With DeSantis, Many Republicans Turn on Trump",Joseph Curl,right,"He wasn’t even on the ballot, but former President Donald Trump was the big loser on Election Day 2022.
A plethora of pre-Election Day polls showed Republicans with a healthy lead, and pollsters went so far as to predict a ‘red tsunami.’ Instead, it was more like a pink trickle.
“Definitely not a Republican wave, that’s for darn sure,” Sen. Lindsey Graham (R-SC) said as the results came in Tuesday.
With ballots nationwide still being counted, the GOP held a small lead in the House — although polls had shown...",What was the outcome for the Republican Party on Election Day 2022 compared to pre-election predictions?,gpt-4o-mini
1143,Bipartisan Group of Senators Reaches Tentative Agreement on Infrastructure Deal to Present to Biden,National Review,right,"A bipartisan group of ten senators reached a deal on an infrastructure plan on Thursday to present to the Biden administration for further negotiations.
The plan includes about $579 billion in new spending and, including expected future spending, would cost $974 billion over five years or $1.2 trillion over eight years, multiple outlets reported. The ten senators said there would be no tax increases. 
“Our group — comprised of 10 Senators, 5 from each party — has worked in good faith and reached a bipartisan agreement on a realistic, compromise framework to modernize...",What is the total cost of the infrastructure plan proposed by the bipartisan group of ten senators over eight years?,gpt-4o-mini
1144,Will the FBI Bombshell Matter?,Guest Writer - Right,right,"As we move toward the final week of the election, I have to ask: how much is this really going to matter?",What is the context of the article regarding the final week of the election?,gpt-4o-mini
1145,"Biden Ad Criticizing Trump's Virus Response Sparks Controversy, Divided Coverage",Washington Free Beacon,right,"The struggling Michigan bar owner at the center of a Joe Biden campaign ad is actually a wealthy tech investor whose startup was seeded by a large family inheritance.
The ad, which the Biden campaign released Thursday, identifies Michigan entrepreneur Joe Malcoun as co-owner of the Blind Pig, a bar and live music venue in Ann Arbor, Mich.
Malcoun blames the bar's misfortunes on ""Trump's COVID response,"" warning that unless voters elect Biden, ""a lot of restaurants and bars that have been mainstays for years"" will not survive.
But Malcoun...",What is Joe Malcoun's actual financial background in relation to the Blind Pig bar?,gpt-4o-mini
1146,McConnell Says He Hasn’t Spoken With Biden Since the Inauguration,Fox News (Online News),right,"Senate GOP Leader Mitch McConnell said he hasn't been invited to the White House or spoken to President Biden on the phone since the Democrat took office on Jan. 20.
McConnell, R-Ky., told Fox News' ""America's Newsroom"" on Wednesday that the White House hasn't shown interest in uniting with Republicans, despite Biden's rhetoric of unity during his inaugural address.
""I haven't been invited to the White House,"" McConnell said. ""So far this administration is not interested in doing anything on a bipartisan basis or in the political center. They'd...",When did Senate GOP Leader Mitch McConnell last speak to President Biden or receive an invitation to the White House?,gpt-4o-mini
