Unnamed: 0,title,tags,heading,source,text,bias_rating
5667,"Tuesday's Primary Results in Illinois, Colorado, New York and Elsewhere","['2022 Elections', 'Elections', 'Primaries', 'Illinois', 'Colorado', 'New York']",Trump-backed Mary Miller defeats Rodney Davis in Illinois Republican primary race,Washington Times,"Rep. Mary Miller defeated Rep. Rodney Davis in the Illinois GOP primary in the newly drawn 15th Congressional District.
The Associated Press called the race for Ms. Miller at 10:48 p.m. EDT.
With 75% of the vote reported, Ms. Miller held a 58% to 42% lead over Mr. Davis.
Mr. Davis, a conservative four-term congressman known for his willingness to work across the aisle, voted to certify the results of the 2020 election and to create a bipartisan Jan. 6 commission that died in the Senate.
Ms. Miller, meanwhile, won...",right
3844,Obama Comment on Romney,"['Presidential Elections', 'Elections']","Obama: Romney locked into 'extreme positions' on economic, social issues",Fox News (Online News),"President Barack Obama said Mitt Romney has locked himself into ""extreme positions"" on economic and social issues and would surely impose them if elected, trying to discredit his Republican rival at the biggest political moment of his life.",right
6592,Democrats Introduce Bill To Raise Minimum Wage To $15 by 2025,"['Economy And Jobs', 'Economic Policy', 'Minimum Wage', 'US Senate', 'Democratic Party', 'Joe Biden', 'Labor', 'Business']","Dems unveil $15 minimum wage bill, say they may use reconciliation to pass legislation",Fox News (Online News),"A group of Democratic lawmakers reintroduced legislation on Tuesday to raise the federal minimum wage to $15 per hour by 2025 — and indicated they may use a powerful procedural tool to pass the bill using their slimmest-possible Senate majority.
“Let’s be clear: The $7.25 an hour federal minimum wage is a starvation wage,” Vermont Sen. Bernie Sanders, the incoming chairman of the Senate Budget Committee, said during a call with reporters. ""No person in America can make it on $8, $10 or $12 an hour.""",right
5053,Perspectives: Right Voices Criticize Left-Rated Media for Lack of Coverage on Swalwell Spy Controversy,"['Media Bias', 'National Security', 'Eric Swalwell', 'China', 'US Congress', 'New York Times Bias']",New York Times Continues Swalwell Blackout Exposing Relationship With Chinese Spy,The Federalist,"After spending months spilling ink to delegitimize stories implicating President-elect Joe Biden in his son’s corrupt overseas business dealings, the New York Times has found a new favorite Democrat to protect.
As of this writing Monday morning, the nation’s most influential newspaper — boasting more than 7 million subscribers — has yet to dedicate a single article or news item to the compromising revelations surrounding Democratic House Intelligence Committee member Eric Swalwell cultivating a relationship with a Chinese spy.",right
15426,Hillary Clinton Courts the GOP,"['Presidential Elections', 'Elections']",OPINION: Hillary’s neoliberals,Guest Writer - Right,Republicans who embrace Clinton are her cultural peers.,right
8235,Trump Catching Up,"['Presidential Elections', 'Elections']","Obama Warns NYC Donors: ‘Weird Stuff Happens,’ Trump Might Win",Breitbart News,"President Barack Obama warns that Donald Trump might beat Hillary Clinton in November, even with her efforts to tag him as a xenophobic bigot who does not represent America.",right
21108,Hillary Clinton to Announce on Sunday,"['Presidential Elections', 'Elections']",Hillary Clinton reportedly will launch presidential campaign this weekend,Fox News (Online News),Hillary Clinton reportedly will kick off her long-expected 2016 presidential campaign on Sunday.,right
5680,Democrats React to Obama's Call for Moderation in Primary Race,"['Barack Obama', '2020 Election', 'Presidential Race', 'Democratic Primary', 'Elizabeth Warren', 'Bernie Sanders', 'Progressives', 'Democratic Party', 'Politics']","Obama takes veiled shot at Warren and Sanders, warns 2020 Dems Americans don’t want to ‘tear down the system’",Fox News (Online News),"Former President Barack Obama on Friday warned 2020 Democratic presidential hopefuls to pay attention to what voters actually think -- warning that most of them don’t want to “tear down the system.”
“The average American doesn't think we have to completely tear down the system and remake it. And I think it's important for us not to lose sight of that,” Obama said.
“There are a lot of persuadable voters and there are a lot of Democrats out there who just want to see things make sense. They just don't...",right
17660,Romney Tweaks Campaign Strategy,"['Presidential Elections', 'Elections']",Romney tries to seize mantle of change,Washington Times,WASHINGTON (AP) Ã¢â‚¬â€ Now its Mitt Romney who wants to be the candidate of change.,right
13135,Iran-based Group Tried to Hack President Trump's Re-election Campaign,"['Donald Trump', 'Iran', 'Cybersecurity', 'Hackers', 'Campaigns', 'Election 2020', 'Elections']","Iranian Hackers Tried To Infiltrate A Presidential Campaign, Microsoft Says",The Daily Caller,"Iranian hackers have been trying to get into the email accounts of at least one presidential campaign, multiple American journalists and current and former U.S. government officials according to Microsoft.
The hackers have support from Iran’s government and made over 2,700 attempts to identify email accounts of various individuals, a Friday Microsoft report says.
Microsoft did not name the targeted campaign, but researchers said hackers tried to attack 241 accounts. Hackers infiltrated four of them, The New York Times reported.
This news comes after Russia tried to interfere in the...",right
9592,Why Obama Won,"['Presidential Elections', 'Elections']",Fox News exit poll summary: Obama's key groups made the difference,Fox News (Online News),"President Obamas win today came from of a strong showing among core Democratic constituencies, being more likeable than his opponent, and an economy that voters felt is doing well-enough to keep him in the White House.",right
15862,Bush and Romney- 2016 Rivals?,"['Presidential Elections', 'Elections']","Long History Between Bush, Romney Could Play Out in 2016 Battle",Newsmax (News),"As Jeb Bush and Mitt Romney consider seeking the 2016 Republican presidential nomination, the former governors have a long history of ambition and ""competitiveness and snippiness"" that could easily play out during any campaign, The Washington Post reports.
""We’re seeing the first shots of the war between clan Romney and clan Bush,"" Alex Castellanos, a Republican strategist who has worked for both men, told The Post. ""Both bring to the battle incredibly powerful fan clubs as well as wounds they have to heal.
""How ugly could it get?"" he asked....",right
5076,Cruz Debates Trump Supporters,"['Presidential Elections', 'Elections']",‘You Are the Problem’: Cruz Engages in Tense Spontaneous Debate With Die-Hard Trump Supporters Outside Indiana Event,The Blaze,Republican presidential candidate Sen. Ted Cruz (Texas) engaged in a debate with supporters of his rival Donald Trump outside a campaign stop in Indiana Monday.,right
18732,Zelenskyy Delivers Virtual Speech to Congress,"['Politics', 'Volodymyr Zelenskyy', 'US Congress', 'Ukraine War']","Zelenskyy in speech to Congress urges U.S. for no-fly zone, aircraft to battle Russia",Washington Times,"Ukrainian President Volodymyr Zelenskyy in a livestreamed video to Congress on Wednesday pleaded for the U.S. to help him battle Russia’s bombardment of his country with a no-fly zone or military equipment to protect Ukraine’s skies.
“Russia has turned the Ukrainian side into a source of death for thousands of people,” Mr. Zelenskyy told the roomful of senators and congressman. 
“This is a terror that Europe has not seen, has not seen for 80 years, and we are asking for a reply to this terror from the whole world. Is this a lot to ask...",right
10800,Iowa Results Not Expected Until Later Tuesday,"['Presidential Elections', 'Iowa Caucus', 'Iowa Democratic Party', 'Trump Campaign', 'Elections']",Iowa caucus vote totals delayed amid 'inconsistencies'; campaigns lash out at 'crazy' state party,Fox News (Online News),"The Iowa Democratic Party (IDP) still has not reported official vote totals in the critical Iowa caucuses as of early Tuesday morning, in a largely unexplained and unprecedented delay that has raised questions about the legitimacy of the contest -- and Democratic campaign officials are livid, Fox News has learned.
The Trump campaign, meanwhile, openly suggested that the delay meant that the caucuses were being ""rigged,"" and that the embarrassing night proved that the Democratic Party can't be trusted to run Americans' health care and implement sweeping new government programs....",right
13515,Campaign Advertising,"['Presidential Elections', 'Elections']",Romney to Camera in New Ad: Let's Talk About The Economy,Townhall,"Some conservatives will bristle at Romney's assertion that ""both President Obama and I care about poor and middle class families."" Democrats rarely afford Republicans this benefit of the doubt.",right
3793,Stage Set for Decisive Senate Races in Georgia,"['US Congress', 'US Senate', 'Georgia', 'Elections', 'Campaign Finance', 'Politics']","Major GOP names to help Perdue, Loeffler raise big bucks in Georgia Senate runoffs",Fox News (Online News),"Some very well-known Republicans are teaming up help raise money for the GOP candidates in Georgia’s twin Senate runoff elections, which will determine whether their party holds on to its majority in the Senate or if the Democrats will control both houses of Congress in addition to the White House.
Fox News has confirmed that Republican strategist Karl Rove will serve as national finance chairman for the Georgia Battleground Fund. Rove, who was President George W. Bush’s top political adviser during his two presidential campaigns and in the White House,...",right
17346,Capitol Secure After Trump Supporters Breach Building; Pelosi Says Vote Count Will Proceed Wednesday Night,"['Elections', '2020 Election', 'Donald Trump', 'Violence In America', 'Voting Rights And Voter Fraud']",Female shot during chaotic protests in US Capitol has died,New York Post (News),"The female protester shot inside the Capitol on Wednesday has died.
Sources said the woman succumbed to her injuries.
Law enforcement sources told The Post that the woman was apparently shot by Capitol Police.",right
10749,Making the Case for Donald Trump or Joe Biden,"['Elections', '2020 Election', 'Media Industry', 'Donald Trump', 'Joe Biden', 'White House']","Reelect me and I will continue to deliver safety, prosperity and opportunity for all Americans",Donald Trump,"A vote for me is a vote for jobs, safety, rule of law, lower taxes, protection of your Second Amendment, and freedom.
Four years ago, Americans elected me president to go to Washington, drain the swamp and produce real results for them. Now they have a choice: continue the record of prosperity that my administration delivered or return to the old Washington status quo, where Beltway insiders enriched themselves at the expense of hardworking Americans across the country.
My administration has delivered safety, prosperity and opportunity for all Americans...",right
11126,Penn Voter ID Change,"['Presidential Elections', 'Elections']",Judge blocks Pa.Ã¢â‚¬â„¢s new voter ID requirement,Washington Times,"A Pennsylvania judge on Tuesday blocked the state from enforcing its Republican-backed voter ID law in November, dealing a blow to the GOP’s hopes of carrying the state in the presidential election.
Commonwealth Court Judge Robert Simpson, a Republican, cited concerns over “disenfranchisement,” saying there wasn’t enough time for state officials to make sure everyone who needs a photo ID would have one by Nov. 6.
Read more: Judge blocks Pa.'s new voter ID requirement - Washington Times
http://www.washingtontimes.com/news/2012/oct/2/judge-blocks-pas-new-vote...

Follow us: @washtimes on Twitter",right
2142,Final Debate,"['Presidential Elections', 'Elections']",Pundits Proclaim: Romney Passes Ã¢â‚¬ËœCommander-in-Chief TestÃ¢â‚¬â„¢,Newsmax (News),"Former Massachusetts Gov. Mitt Romney may have exchanged a tactical defeat for a strategic victory in Mondays foreign policy debate, losing on points to the president by most accounts but scoring a solid performance that left major pundits declaring he had passed “the commander in chief test in resounding fashion.",right
13171,Sussmann Acquitted of Lying to FBI in First Durham Probe Trial,"['Justice', 'FBI', 'Justice Department', 'John Durham', 'Michael Sussmann', 'Hillary Clinton', 'Donald Trump', 'Russia', '2016 Election', 'Mueller Investigation', 'James Baker']",Ex-Clinton campaign lawyer Sussmann not guilty in Trump-Russia trial,New York Post (News),"A federal jury on Tuesday found former Hillary Clinton campaign lawyer Michael Sussmann not guilty of lying to the FBI — finding special counsel John Durham did not prove his case beyond a reasonable doubt.
The verdict reached by jurors drawn from heavily Democratic-leaning DC came midway through the second day of deliberations following a two-week trial on a single count of making false statements to a federal agent.
Durham left the courthouse without commenting but issued a prepared statement a short time later.",right
13574,Reason for GOP Win,['Elections'],"For Obama, a Harsh Referendum",Wall Street Journal (Opinion),"Elections Became a Referendum on His Presidency. President Barack Obama hoped the midterm elections would help break the capital’s gridlock. Instead, they became a referendum on his presidency.
Voters went to the polls Tuesday deeply frustrated with the political system and handed Republicans a decisive victory. Mr. Obama was a central figure in key races where Republicans criticized his leadership.",right
19393,Biden Sees Best Midterm Election for Sitting President in 2 Decades,"['2022 Elections', 'Joe Biden', 'Biden Administration', 'Democratic Party', 'Barack Obama', 'Bill Clinton', 'Midterm Elections', 'US Senate', 'House Of Representatives', 'Donald Trump']",Biden sees best midterm elections for any president in 20 years,Washington Examiner,"President Joe Biden witnessed the best midterm elections for any president in two decades after the projected Republican ""red wave"" missed its mark on Election Day.
Both chambers of Congress are up in the air, with Republicans holding 207 seats compared to Democrats' 184, with a majority of 218 needed. The Senate remains a toss-up, with Republicans holding 49 seats and Democrats, including two independents, holding 48. Senate races in Arizona and Nevada, as well as Georgia, which went to a runoff, will determine the majority.
Biden wrote in a...",right
2460,"2022 Elections: Dems Keep Senate, and More Results of Competitive Races","['2022 Elections', 'Midterm Elections', 'US Senate', 'House Of Representatives', 'Congress', 'Politics', 'Democratic Party', 'Republican Party', 'Governors', '2022 Pennsylvania Senate Election', '2022 Ohio Senate Election', '2022 Wisconsin Senate Election', '2022 Nevada Senate Election', '2022 Alaska Senate Election', '2022 Arizona Senate Election', '2022 Georgia Senate Election']","Republican Party 'is dead' after major midterm election losses in Arizona, Pennsylvania, Nevada: Hawley",Fox News (Online News),"Republicans need to rebrand and ""build something new"" after they failed to retake a majority in the U.S. Senate or meet general expectations for the 2022 midterm elections, one of the party’s younger members said.
On Saturday, shortly after Democrats picked up a key victory in Nevada, where incumbent Democrat Sen. Catherine Cortez Masto defeated Republican challenger Adam Laxalt, Republican Sen. Josh Hawley took to Twitter to say the Republican Party ""is dead.""
""The old party is dead. Time to bury it. Build something new,"" Hawley wrote.
The 42-year-old Missouri Republican is among a...",right
19234,Kamala Harris Holds CNN Town Hall After Announcing 2020 Candidacy,"['Election: Presidential', 'Kamala Harris', 'Healthcare', 'Medicare For All', 'Presidential Elections', 'Elections']",Harris fumbles on health insurance,Fox News (Online News),Imagine if the Los Angeles Rams had to play the Super Bowl against the Patriots and the NFC Championship against the Saints at the same time.,right
4621,Should Biden Run Again in 2024?,"['Politics', 'Joe Biden', 'Democratic Party', 'White House', 'Elections', '2024 Election']",We Asked All 50 Democratic Senators If They Would Endorse Biden In 2024. Only 5 Said ‘Yes’,The Daily Caller,"The Daily Caller contacted all 50 Senate Democrats repeatedly and asked if they would support President Joe Biden in his 2024 presidential bid. Five Senators said “Yes.”
A spokesperson for Senate Majority Leader and Democratic New York Sen. Chuck Schumer responded to the Daily Caller with a one-word answer: “Yes.”
Spokespeople for Democratic Sens. Tim Kaine of Virginia and Jack Reed of Rhode Island responded in the same way: “Yes.”
Democratic New Jersey Sen. Cory Booker’s spokesperson also said the senator would endorse Biden, noting, “Yes, Senator Booker supports President...",right
15302,Texas Democrats Leave State As Legislature Considers Voting Bill,"['Voting Rights And Voter Fraud', 'Elections', 'Texas', 'Democratic Party', 'Election Law']",Texas Democrats skipping town once again as legislature reconsiders GOP voting bills,Fox News (Online News),"Democrats in the Texas House of Representatives are once again fleeing the state in a second bid to prevent the Republican majorities in the legislature to pass a controversial GOP-sponsored elections bill to strengthen voting access rules.
The Democratic lawmakers aim to fly to Washington, D.C. on Monday, a source with knowledge of the plans confirmed to Fox News, in order to deny the quorum needed in the House to pass the voting measures. Republicans argue the bill would provide greater election security, while Democrats charge it would suppress voter turnout of minorities. ",right
696,US Senate Returns with Government Shutdown Looming,"['Politics', 'US Senate', 'Government Shutdown', 'Joe Manchin']",Congress flirts with government shutdown as Manchin permitting bill may drag down funding package,Fox News (Online News),"The government is days away from shutting down, and the Senate may not have the votes to pass the initial version of its funding bill as top Democrats press ahead on a deal with Sen. Joe Manchin that may fail Tuesday.
Manchin, D-W.Va., agreed to help Senate Majority Leader Chuck Schumer, D-N.Y., pass Democrats' social tax and spending bill last month. In exchange, Schumer promised Manchin a vote on an energy permitting reform to speed new projects. They are combining that with a government funding bill that must pass by Friday night or else...",right
7724,Reactions to Third Dem Debate Differ,"['2020 Election', 'Presidential Election', 'Houston', 'Debate', 'Elections']","Thin the Herd Further, DNC",National Review,"There’s an old joke often expressed well into banquets and conferences, where a speaker says, “We’re at the point where everything that needs to be said has been said, but not everyone has said it.” We’re already at that point with the Democratic primary debates. Tonight was a three-hour ordeal, and candidates largely repeated the arguments they made in the previous two debates. There’s not much reason to expect tonight will generate any dramatic swings in the polling in the coming days or weeks. The conventional wisdom will remain that...",right
18128,"First 2022 Results Show Historic Wins in Senate, Governor's Races","['2022 Elections', '2022 Gubernatorial Races', 'Sarah Huckabee Sanders', 'Maura Healey', 'Wes Moore', 'Markwayne Mullin']",Arkansas governor: Republican Sarah Huckabee Sanders defeats Chris Jones,Fox News (Online News),"Republican candidate and former White House Press Secretary Sarah Huckabee Sanders is projected to win the governor’s race. She replaces term-limited Republican Governor Asa Hutchinson. Sanders will be Arkansas' first female governor.
Sanders was the White House Press Secretary under former President Trump from 2017 to 2019.
She defeats Democrat Chris Jones, who is a nuclear engineer and ordained Baptist minister.
After Sanders voted in Little Rock on Tuesday, she told reporters that she doesn't think she ran a divisive campaign and focused on tax cuts as well as other issues that could unite...",right
3870,Senate Republicans Block Democrats' Voting Rights Legislation,"['Republican Party', 'Voting Rights And Voter Fraud', 'Elections', 'Democratic Party', 'US Senate', 'Politics']",Republicans block 'rotten' election reform bill in Senate as VP Harris presides over debate,Fox News (Online News),"Senate Republicans Tuesday blocked sweeping legislation on election and campaign finance reforms that Democrats said is crucial to ensuring voting rights and saving democracy but the GOP blasted as a partisan power grab.
The ""For the People Act"" needed 60 votes to clear a procedural vote in the Senate Tuesday, but Republicans filibustered and killed the legislation from advancing to debate. No Republicans joined with the 50 Democrats on the motion to proceed.
Senate Minority Leader Mitch McConnell, R-Ky., said Republicans won't stand for Democrats' attempt to impose new voting standards on states that...",right
12218,Work Continues on $1T Bipartisan Infrastructure Bill,"['Economic Policy', 'Infrastructure', 'Infrastructure Bill', 'US Senate', 'Economy And Jobs']","Infrastructure bill will add $256 billion to deficit, government analysts say",Washington Examiner,"The bipartisan infrastructure legislation poised for a vote in the Senate this week would add $256 billion to the deficit over the next decade, congressional budget analysts announced Thursday, dashing hopes that provisions in the bill would fully pay for it.
The news will not come as a surprise to lawmakers skeptical of offsets included in the $1.2 trillion measure, but it immediately reinforced opposition from Republicans who opposed much of the spending and policy riders in the bill.
Sen. Steve Daines, a Montana Republican, cited the debt projection by...",right
14462,"U.S. Deficit, Nearing $1 Trillion, Reaches Seven-Year High","['Donald Trump', 'US Congress', 'Treasury Department', 'Campaign Promises', 'Republicans', 'Democrats', 'Fiscal Policy', 'Federal Budget', 'Economy And Jobs']","Budget Deficit Nears $1 Trillion, Highest Level Since 2012",National Review,"The federal budget deficit for the 2019 fiscal year stands $984 billion, up 26 percent from the $779 billion deficit recorded at the end of 2018, the Treasury Department announced on Friday.
The deficit has exploded over the past year despite substantial economic growth. GOP tax cuts in 2017, combined with increased discretionary spending and a failure to rein in entitlement programs, have contributed to the increase.
The deficit stood at $665 billion in 2017 prior to the passage of tax cuts that are projected to increase the deficit by...",right
20610,"House GOP Prepares Investigations Into Fauci, Hunter Biden and More","['Politics', '2022 Elections', 'Republican Party', 'US House', 'Kevin McCarthy', 'Jim Jordan', 'James Comer', 'Hunter Biden', 'Anthony Fauci', 'January 6 Committee', 'Afghanistan', 'Inflation', 'Immigration', 'Elon Musk', 'Twitter']",House GOP Plans Multiple Probes of Biden Administration,Newsmax (News),"House Republicans, preparing for a likely takeover of the chamber next year, are already planning a series of investigations into the Biden administration, Politico is reporting.
The GOP lawmakers are getting set to look at a number of issues including Hunter Biden's business dealings, the southern border, and the U.S. withdrawal from Afghanistan.",right
18112,Whistleblower Says DHS Downplayed Threats from Russia and White Supremacists to Help Trump,"['2020 Election', 'Chad Wolf', 'Donald Trump', 'Trump Administration', 'Corruption', 'Russia', 'Homeland Security', 'Defense And Security']",Schiff reveals new whistleblower complaint alleging suppression of Russian election interference intel reports,Fox News (Online News),"The House Intelligence Committee received a whistleblower complaint claiming Trump administration officials at the White House and the Department of Homeland Security suppressed intelligence reports related to Russian election interference, Democratic Committee Chairman Adam Schiff said Wednesday.
In a statement, Schiff said former Intelligence and Analysis Acting Under Secretary Brian Murphy filed the whistleblower reprisal complaint on Tuesday with the DHS Office of Inspector General.",right
2675,Media Reacts to FBI Raid of Mar-a-Lago,"['Donald Trump', 'FBI', 'Justice Department', 'National Archives', 'Mar-A-Lago', 'Presidential Records Act', 'Classified Information', 'Christopher Wray', 'Merrick Garland', 'Media Bias', 'Politics', 'Polarization', 'Mar-A-Lago Raid']",Americans Deserve an Explanation on FBI’s Mar-a-Lago Search,National Review,"The United States is a land of propositions. One of those propositions is that no man — not even the president — is above the law. Another proposition is that those who temporarily wield power must not use it to harass or disadvantage their political opponents. Occasionally, these propositions can come into tension. Monday night’s FBI search of Mar-a-Lago provides us with one of those occasions.
There is nothing wrong per se with the investigation or prosecution of political figures. Indeed, that the most powerful and popular people in the country may be...",right
16571,Barack Obama Criticizes Trump at the Democratic National Convention,"['Presidential Elections', '2020 Election', '2020 Democratic National Convention', 'Barack Obama', 'Donald Trump', 'Democracy', 'Elections']",Obama paints dark future if Americans choose Trump and not Biden in November,Washington Examiner,"Former President Barack Obama momentarily placed the politics of hope to one side on Wednesday as he strove to unite the Democratic Party behind 2020 standard-bearer Joe Biden and against President Trump.
Four years ago, when Obama addressed the 2016 convention in Philadelphia, a Trump presidency was a hypothetical. Now, Obama argued Wednesday, people were dying because of his successor's sloppy record in the White House.
""Donald Trump hasn’t grown into the job because he can’t,"" Obama told Democrats. ""And the consequences of that failure are severe: 170,000 Americans dead,...",right
4670,Bipartisan Senators Announce Deal to Codify Same-Sex Marriage,"['LGBTQ Issues', 'Family And Marriage', 'US Senate', 'Bipartisanship', 'Religion And Faith', 'Susan Collins', 'Tammy Baldwin', 'Kyrsten Sinema', 'Rob Portman', 'Thom Tillis', 'Same-Sex Marriage']",Schumer tees up vote to codify same-sex marriage into law after bipartisan agreement,Washington Times,"Senate Majority Leader Charles E. Schumer moved Monday for a floor vote later this week on bipartisan legislation to codify the Supreme Court’s ruling on same-sex marriage rights into law following a months-long impasse.
The New York Democrat teed up a procedural vote for Wednesday that will require 60 votes to advance to final passage as early as this week.
The bill is expected to clear the 60-vote filibuster threshold after a bipartisan group spearheading the legislation announced they had an agreement on protecting nonprofit religious groups that oppose performing...",right
14640,DOJ Charges Six Russian Intelligence Officers In Worldwide Cyberhacks,"['Cybersecurity', 'Russia', 'Elections', 'Justice Department', '2020 Election', 'Technology']","DOJ Charges 6 Russians With Worldwide Hacking, Targets Include France, Ukraine And 2018 Olympics",The Daily Caller,"The Department of Justice (DOJ) announced Monday indictments for six Russian military hackers who were part of the Russian Main Intelligence Directorate (GRU).
“No country has weaponized its cyber capabilities as maliciously and irresponsibly as Russia, wantonly causing unprecedented collateral damage to pursue small tactical advantages and to satisfy fits of spite,”Assistant Attorney General for National Security John C. Demers said Monday. The six hackers began their work in 2015, according to the DOJ. The hackers “engaged in computer intrusions and attacks” to undermine, retaliate against and destabilize foreign nations...",right
2889,"MLK Day Draws Attention to Voting Bills, Filibuster Reform","['Voting Rights And Voter Fraud', 'US Senate', 'Politics', 'Filibuster', 'Elections', 'Democratic Party', 'Race And Racism', 'State Governments', 'John Lewis Voting Rights Advancement Act', 'MLK Day']",Democrats play with filibuster fire,David Marcus,"Sens. Joe Manchin, Kyrsten Sinema, and their party fellows in the Senate are facing a dilemma. Should they blow up the legislative filibuster to pass their inaptly named Voting Rights Bill, or preserve it to defend against Republicans doing the same when they have a majority?
We have seen this play out before. In 2013, the Senate majority leader, the recently deceased Harry Reid, went nuclear to remove the 67-vote threshold for all presidential nominees except Supreme Court justices. Four years later, and right on cue Sen. Mitch McConnell, in the same...",right
9058,Senate GOP Primary in Pennsylvania Too Close To Call,"['Elections', '2022 Elections', '2022 Pennsylvania Senate Election', 'Mehmet Oz', 'David McCormick']",Pennsylvania’s Senate GOP primary too close to call,Washington Times,"Former hedge fund CEO Dave McCormick and celebrity physician Mehmet Oz were nearly tied in Pennsylvania’s Republican Senate primary Tuesday night, and the race appeared headed for a recount.
Mr. McCormick appeared to supporters at his campaign headquarters near midnight and told them he expected to win, but not tonight.
“We’re gonna win this campaign,” he told the cheering crowd before telling them that there were still “tens of thousands” of early votes still to be counted, starting Wednesday.
”Unfortunately, we’re not gonna have a resolution tonight, but we see a path...",right
9602,Election Coverage: Is Texas a Swing State?,"['Elections', 'Texas', '2020 Election', 'John Cornyn', 'Donald Trump', 'Joe Biden', 'Republican Party', 'Democratic Party']",The battle for Texas,Washington Examiner,"Some pundits and a whole lot of excited Democrats project the once fiery-red Lone Star State to be on the verge of going blue — or at least turning a shade of purple. Such a flip would upend national politics and threaten to put Republicans out of reach of the White House for a generation; Texas’s 38 electoral votes put it just behind California, which has 55, for the most. But the battle for Texas is likely to be a prolonged affair, a multiyear war of attrition that both parties...",right
18098,"Congressional Races, Finances Come Under Microscope as Competition Tightens","['2020 Election', 'US Senate', 'Campaign Finance', 'Politics', 'US House', 'US Congress', 'Elections']",Republican candidates receive more campaign donations from key private equity group: Report,Fox News (Online News),"The coffers of some Republican congressional candidates received a boost from the private equity sector as a major PAC representing the industry’s largest players doles out contributions.
The American Investment Council PAC has donated more than $243,000 to candidates in both the House and Senate since 2018, according to an Axios analysis of FEC records, and 65% of those funds were sent to Republican candidates.
Some of the senators who received funding from the PAC include Senate Majority Leader Mitch McConnell, R-Ky., Sen. Susan Collins, R-Maine, and Sen. Thom Tillis,...",right
18748,"Amid Insider Trading Probe, Burr to Step Down from Intelligence Committee","['Banking And Finance', 'Economy And Jobs', 'Role Of Government', 'US Congress', 'Richard Burr', 'Stock Market', 'Insider Trading', 'Coronavirus', 'Corruption', 'US Senate', 'Politics']",Sen. Burr steps aside as Intelligence Committee chairman amid stock sale investigation,Fox News (Online News),"Republican Sen. Richard Burr has stepped aside as chairman of the Senate Intelligence Committee amid an investigation into his stock sales during the early stages of the coronavirus outbreak.
Senate Majority Leader Mitch McConnell announced the development in a brief statement Thursday, saying:
“Senator Burr contacted me this morning to inform me of his decision to step aside as Chairman of the Intelligence Committee during the pendency of the investigation. We agreed that this decision would be in the best interests of the committee and will be effective at the...",right
12644,"Amid Feud With DeSantis, Many Republicans Turn on Trump","['2022 Elections', 'Donald Trump', 'Ron DeSantis', 'Politics', 'Republican Party', 'Media Industry', 'Campaign Rhetoric', '2024 Election', '2022 Florida Gubernatorial Election']","With Trump The Big Loser In ’22 Midterms, DeSantis Now Frontrunner For ’24",Joseph Curl,"He wasn’t even on the ballot, but former President Donald Trump was the big loser on Election Day 2022.
A plethora of pre-Election Day polls showed Republicans with a healthy lead, and pollsters went so far as to predict a ‘red tsunami.’ Instead, it was more like a pink trickle.
“Definitely not a Republican wave, that’s for darn sure,” Sen. Lindsey Graham (R-SC) said as the results came in Tuesday.
With ballots nationwide still being counted, the GOP held a small lead in the House — although polls had shown...",right
6623,Bipartisan Group of Senators Reaches Tentative Agreement on Infrastructure Deal to Present to Biden,"['Economic Policy', 'US Senate', 'Infrastructure', 'Bipartisanship', 'Economy And Jobs']",Bipartisan Senate Group Reaches Deal on Infrastructure to Present to Biden,National Review,"A bipartisan group of ten senators reached a deal on an infrastructure plan on Thursday to present to the Biden administration for further negotiations.
The plan includes about $579 billion in new spending and, including expected future spending, would cost $974 billion over five years or $1.2 trillion over eight years, multiple outlets reported. The ten senators said there would be no tax increases. 
“Our group — comprised of 10 Senators, 5 from each party — has worked in good faith and reached a bipartisan agreement on a realistic, compromise framework to modernize...",right
4706,Will the FBI Bombshell Matter?,"['Presidential Elections', 'Elections']",OPINION: Will The Reopening Of Hillary's Email Case Matter?,Guest Writer - Right,"As we move toward the final week of the election, I have to ask: how much is this really going to matter?",right
18195,"Biden Ad Criticizing Trump's Virus Response Sparks Controversy, Divided Coverage","['Campaigns', 'Elections', '2020 Election', '2020 Election Fact Checking', 'Joe Biden', 'Campaign Rhetoric']",Biden Ad Portrays Wealthy Tech Investor as Struggling Small Business Owner,Washington Free Beacon,"The struggling Michigan bar owner at the center of a Joe Biden campaign ad is actually a wealthy tech investor whose startup was seeded by a large family inheritance.
The ad, which the Biden campaign released Thursday, identifies Michigan entrepreneur Joe Malcoun as co-owner of the Blind Pig, a bar and live music venue in Ann Arbor, Mich.
Malcoun blames the bar's misfortunes on ""Trump's COVID response,"" warning that unless voters elect Biden, ""a lot of restaurants and bars that have been mainstays for years"" will not survive.
But Malcoun...",right
2377,McConnell Says He Hasn’t Spoken With Biden Since the Inauguration,"['Polarization', 'Mitch McConnell', 'Joe Biden', 'White House', 'US Senate', 'Bipartisanship']",Senate Minority Leader McConnell says he has not been invited to White House,Fox News (Online News),"Senate GOP Leader Mitch McConnell said he hasn't been invited to the White House or spoken to President Biden on the phone since the Democrat took office on Jan. 20.
McConnell, R-Ky., told Fox News' ""America's Newsroom"" on Wednesday that the White House hasn't shown interest in uniting with Republicans, despite Biden's rhetoric of unity during his inaugural address.
""I haven't been invited to the White House,"" McConnell said. ""So far this administration is not interested in doing anything on a bipartisan basis or in the political center. They'd...",right
